dx,dz
1.068491363394736,1.0
0.24358488417200225,0.10898825227693454
0.3505861154252265,0.013798918859114998
0.3484996147976179,0.001644141208865564
0.2953122417335409,0.0002150496056907337
0.34322361914733507,2.5808787314625578e-05
0.1874382810998668,3.3601876181549535e-06
0.4061741134101377,4.103506639983802e-07
0.17780747873693806,5.34104527429403e-08
0.15510606145703248,6.97361777435804e-09
0.07257743199478345,1.0405190702987725e-09
0.01802801593865093,1.6648079844292387e-10
0.0021485649345440155,1.4623435370038532e-11
2.8679272204393883e-05,1.1286904018655097e-13
1.7399891935714561e-09,1.1997591228554125e-17
