dx,dz
0.7492163054764078,1.0
0.6937548918910313,0.2090617203778048
0.5484655833106982,0.17168219174230887
0.10204061508001219,0.06911461330746525
0.0649852377601897,0.003723134959208794
0.01422201252274547,6.0539202640124276e-05
0.004362247874711149,1.2870002651290964e-05
0.0011065045930610988,7.878391369800009e-07
0.0003038647060969704,6.759561142492458e-08
7.923220936291962e-05,5.001681494252105e-09
2.1198944706713464e-05,5.276840475639116e-10
5.5815944657355835e-06,8.551623586940566e-11
1.4824114905263964e-06,2.292754379970031e-11
3.916798280721487e-07,5.901346388640642e-12
1.0379054832219245e-07,1.5752813015396895e-12
