dx,dz
1.0798825051952508,1.0
0.1789872584642233,0.10911590453120001
0.3821029152764566,0.013748533959390042
0.1625606489752328,0.0016309448324746613
0.458906436634658,0.0002129378512281983
0.27632998432158934,2.4826737357879947e-05
0.46894850489068785,4.347503699688852e-06
0.5744475851732171,7.317431812309329e-06
0.19420175743775783,6.833851828460051e-07
0.13721802775974778,2.1728213580959672e-07
0.3347574802455888,3.13269198802398e-07
0.15189899177680313,2.1966658313956205e-07
0.059215411723138774,2.1865946020210121e-07
0.08716401170577735,2.1736904454806157e-07
0.04833973880662748,2.253465866243289e-07
