Estimador 1 
1.181872e+08,1.254781e+02
9.891052e+07,1.508863e+02
3.615321e+08,1.158779e+02
1.411463e+09,2.106056e+02
2.219166e+09,3.033591e+02
4.114579e+09,5.721471e+02
9.064779e+09,9.585117e+02
2.389737e+10,1.836019e+03
8.482469e+10,4.154753e+03
5.763620e+11,1.302822e+04
2.462511e+11,1.409259e+04
2.119577e+12,6.698616e+04
1.119100e+15,1.680132e+06
9.091419e+19,4.822392e+08
3.908038e+29,3.165092e+13
Estimador 2 
1.126225e+10,6.447949e+03
5.227049e+10,3.530652e+03
5.374038e+08,5.249809e+02
1.445668e+08,1.884262e+02
1.993058e+08,1.273600e+02
2.265137e+08,1.464081e+02
2.280723e+08,1.428689e+02
2.300727e+08,1.454821e+02
2.295294e+08,1.451054e+02
2.296746e+08,1.452665e+02
2.296348e+08,1.452325e+02
2.296453e+08,1.452427e+02
2.296425e+08,1.452402e+02
2.296433e+08,1.452409e+02
2.296431e+08,1.452407e+02
