dx,dz
10511.046328703529,1.0
3760.402966994171,0.044173052177486766
94.1353831535895,6.251765075159833e-05
28.279263876731704,2.006551426774595e-06
8.582595853818825,4.4506584050102385e-07
4.844476427282428,8.657598010585606e-07
4.251751117083364,2.942241806633172e-07
5.8935951186374345,3.4865217528267945e-07
4.3243187291107175,4.3805142389813244e-07
4.324318722521258,4.380514238981323e-07
4.324318727763284,4.3805142389813297e-07
4.324318723514642,4.380514238981334e-07
4.324318726516943,4.380514238981341e-07
4.324318734757772,4.3805142389812964e-07
4.324318732363979,4.3805142389812927e-07
