dx,dz
8.178629656887317,1.0
5.739966327766183,0.14430324929628555
1.3375581386946933,0.10222970262394734
0.875290239438761,0.07235731894432379
0.6920937742046754,0.01804665187238534
0.07887314839867814,0.00469624833197921
0.03485847458363292,9.547944755484693e-05
0.007721413810504289,2.366520209923867e-06
0.0023413864570421164,3.662583497211667e-07
0.000592487760108814,2.79910072700539e-08
0.00016308552240774517,2.1601404522972705e-09
4.2463038974952677e-05,1.6113651771787958e-10
1.137300951247684e-05,2.1579655381644206e-11
2.992878770109676e-06,4.409016389614307e-12
7.951704468599493e-07,1.2005322492072611e-12
