0,6,-1,-0.5200000,0.0200000
0,15,-1,-0.9000000,0.0200000
0,17,-1,-0.1100000,0.0200000
0,18,-1,-0.6000000,0.0200000
0,20,-1,-0.1800000,0.0200000
0,22,-1,-0.1000000,0.0200000
0,23,-1,-0.0700000,0.0200000
0,25,-1,2.2000000,0.0200000
0,26,-1,3.1400000,0.0200000
0,28,-1,-0.1700000,0.0200000
0,30,-1,0.0000000,0.0200000
0,31,-1,-0.3600000,0.0200000
0,32,-1,-0.5900000,0.0200000
0,40,-1,-0.6600000,0.0200000
0,45,-1,-0.5300000,0.0200000
0,46,-1,-0.0900000,0.0200000
0,47,-1,-0.3400000,0.0200000
0,48,-1,-0.2000000,0.0200000
0,53,-1,-0.2300000,0.0200000
0,59,-1,-1.2200000,0.0200000
0,65,-1,3.9100000,0.0200000
0,66,-1,3.5300000,0.0200000
0,67,-1,-0.2800000,0.0200000
0,68,-1,0.0000000,0.0200000
0,69,-1,5.3684506,0.0200000
0,70,-1,-0.6600000,0.0200000
0,72,-1,-0.1200000,0.0200000
0,76,-1,-0.6800000,0.0200000
0,77,-1,-0.6100000,0.0200000
0,83,-1,-0.2000000,0.0200000
0,85,-1,-0.2400000,0.0200000
0,88,-1,-0.4800000,0.0200000
0,89,-1,6.0700000,0.0200000
0,90,-1,-1.6300000,0.0200000
0,91,-1,-0.1000000,0.0200000
0,92,-1,-0.6500000,0.0200000
0,95,-1,-0.4200000,0.0200000
0,100,-1,2.1500000,0.0200000
0,103,-1,0.1700000,0.0200000
0,104,-1,-0.3800000,0.0200000
0,105,-1,-0.3100000,0.0200000
0,107,-1,-0.5000000,0.0200000
0,110,-1,-0.3900000,0.0200000
0,112,-1,-0.6800000,0.0200000
0,113,-1,-0.0600000,0.0200000
0,116,-1,-1.8400000,0.0200000
0,1023,-1,0.0000000,0.0200000
0,1044,-1,0.0000000,0.0200000
0,1085,-1,0.0000000,0.0200000
0,1017,-1,0.0000000,0.0200000
0,1066,-1,0.0000000,0.0200000
0,1089,-1,0.0000000,0.0200000
0,1100,-1,0.0000000,0.0200000
1,6,-1,-0.0623522,0.0200000
1,15,-1,-0.3000000,0.0200000
1,17,-1,-0.0300000,0.0200000
1,18,-1,-0.0946056,0.0200000
1,20,-1,-0.0300000,0.0200000
1,22,-1,-0.0500000,0.0200000
1,23,-1,-0.0300000,0.0200000
1,25,-1,0.5050215,0.0200000
1,26,-1,-0.1110651,0.0200000
1,28,-1,-0.0700000,0.0200000
1,30,-1,0.0000000,0.0200000
1,31,-1,-0.2534878,0.0200000
1,32,-1,-0.6116173,0.0200000
1,40,-1,-0.2300000,0.0200000
1,45,-1,-0.2200000,0.0200000
1,46,-1,-0.1504864,0.0200000
1,47,-1,0.0000000,0.0200000
1,48,-1,-0.1100000,0.0200000
1,53,-1,-0.1100000,0.0200000
1,59,-1,-0.3622123,0.0200000
1,65,-1,-1.8620084,0.0200000
1,66,-1,-0.1800000,0.0200000
1,67,-1,-0.0700000,0.0200000
1,68,-1,0.0000000,0.0200000
1,69,-1,-1.7201743,0.0200000
1,70,-1,-0.1299260,0.0200000
1,72,-1,-0.1114937,0.0200000
1,76,-1,-0.5603336,0.0200000
1,77,-1,-0.2800000,0.0200000
1,83,-1,-0.1000000,0.0200000
1,85,-1,-1.7676409,0.0200000
1,88,-1,-0.1000000,0.0200000
1,89,-1,0.0000000,0.0200000
1,90,-1,0.2167502,0.0200000
1,91,-1,-0.5022765,0.0200000
1,92,-1,-0.1000000,0.0200000
1,95,-1,-0.3100000,0.0200000
1,100,-1,-0.1800000,0.0200000
1,103,-1,-0.5107042,0.0200000
1,104,-1,-0.2356491,0.0200000
1,105,-1,-0.6962389,0.0200000
1,107,-1,-0.0988363,0.0200000
1,110,-1,-0.3000000,0.0200000
1,112,-1,-0.1300000,0.0200000
1,113,-1,0.0000000,0.0200000
1,116,-1,0.0000000,0.0200000
1,1023,-1,0.0000000,0.0200000
1,1044,-1,0.0000000,0.0200000
1,1085,-1,0.0000000,0.0200000
1,1017,-1,0.0000000,0.0200000
1,1066,-1,0.0000000,0.0200000
1,1089,-1,0.0000000,0.0200000
