,tipo,de,val,sample,method,scenario
0,x_tcsc,1-14,-0.01034537825325595,0,LM,0
1,B_svc,2,-0.06317158614806265,0,LM,0
2,UPFC_Vsh,5-15,0.9937163931740903,0,LM,0
3,UPFC_tsh,5-15,-0.24840855613561427,0,LM,0
4,UPFC_Vse,5-15,0.10421478743581053,0,LM,0
5,UPFC_tse,5-15,-3.0251776780458774,0,LM,0
0,x_tcsc,1-14,-0.010324900458173742,1,LM,0
1,B_svc,2,-0.06265814019612034,1,LM,0
2,UPFC_Vsh,5-15,0.9934344582553062,1,LM,0
3,UPFC_tsh,5-15,-0.2500169188989627,1,LM,0
4,UPFC_Vse,5-15,0.10511770677310324,1,LM,0
5,UPFC_tse,5-15,-3.023561641400942,1,LM,0
0,x_tcsc,1-14,-0.010420450008975797,2,LM,0
1,B_svc,2,-0.06311884934858916,2,LM,0
2,UPFC_Vsh,5-15,0.9910477956827046,2,LM,0
3,UPFC_tsh,5-15,-0.25034101919027457,2,LM,0
4,UPFC_Vse,5-15,0.10475181887141036,2,LM,0
5,UPFC_tse,5-15,-3.0264286772002,2,LM,0
0,x_tcsc,1-14,-0.01016723816653205,3,LM,0
1,B_svc,2,-0.06275226903923535,3,LM,0
2,UPFC_Vsh,5-15,0.9913954712748675,3,LM,0
3,UPFC_tsh,5-15,-0.2510639587936205,3,LM,0
4,UPFC_Vse,5-15,0.10435412168191878,3,LM,0
5,UPFC_tse,5-15,-3.031053392808185,3,LM,0
0,x_tcsc,1-14,-0.010413942596327037,4,LM,0
1,B_svc,2,-0.06262666223398158,4,LM,0
2,UPFC_Vsh,5-15,0.9916246280361384,4,LM,0
3,UPFC_tsh,5-15,-0.25044078627497496,4,LM,0
4,UPFC_Vse,5-15,0.10381196241700864,4,LM,0
5,UPFC_tse,5-15,-3.027795091204953,4,LM,0
0,x_tcsc,1-14,-0.01041107773429186,5,LM,0
1,B_svc,2,-0.0634013074978601,5,LM,0
2,UPFC_Vsh,5-15,0.9899216837964321,5,LM,0
3,UPFC_tsh,5-15,-0.25134735097492117,5,LM,0
4,UPFC_Vse,5-15,0.104263358004913,5,LM,0
5,UPFC_tse,5-15,-3.0261107477617495,5,LM,0
0,x_tcsc,1-14,-0.010385584000093593,6,LM,0
1,B_svc,2,-0.06276508628338136,6,LM,0
2,UPFC_Vsh,5-15,0.9916360559952293,6,LM,0
3,UPFC_tsh,5-15,-0.24969633093900934,6,LM,0
4,UPFC_Vse,5-15,0.10411751481001566,6,LM,0
5,UPFC_tse,5-15,-3.0383732864374915,6,LM,0
0,x_tcsc,1-14,-0.01034013455618904,7,LM,0
1,B_svc,2,-0.06418353094673687,7,LM,0
2,UPFC_Vsh,5-15,0.9922096158261166,7,LM,0
3,UPFC_tsh,5-15,-0.2504294056326531,7,LM,0
4,UPFC_Vse,5-15,0.10467328531002343,7,LM,0
5,UPFC_tse,5-15,-3.0399551727055143,7,LM,0
0,x_tcsc,1-14,-0.010224950114870603,8,LM,0
1,B_svc,2,-0.06300216855664886,8,LM,0
2,UPFC_Vsh,5-15,0.9936031864171707,8,LM,0
3,UPFC_tsh,5-15,-0.2499410319684986,8,LM,0
4,UPFC_Vse,5-15,0.10450110750765315,8,LM,0
5,UPFC_tse,5-15,-3.036469759250385,8,LM,0
0,x_tcsc,1-14,-0.010351676205968118,9,LM,0
1,B_svc,2,-0.06283366657688262,9,LM,0
2,UPFC_Vsh,5-15,0.9900289252059343,9,LM,0
3,UPFC_tsh,5-15,-0.25055310675208775,9,LM,0
4,UPFC_Vse,5-15,0.10453053129497554,9,LM,0
5,UPFC_tse,5-15,-3.027152290651326,9,LM,0
0,x_tcsc,1-14,-0.010349847699464529,10,LM,0
1,B_svc,2,-0.06297191100167439,10,LM,0
2,UPFC_Vsh,5-15,0.9886166044979214,10,LM,0
3,UPFC_tsh,5-15,-0.2492239606153256,10,LM,0
4,UPFC_Vse,5-15,0.10414319095611012,10,LM,0
5,UPFC_tse,5-15,-3.03282013984328,10,LM,0
0,x_tcsc,1-14,-0.010171990147204343,11,LM,0
1,B_svc,2,-0.06344040612192425,11,LM,0
2,UPFC_Vsh,5-15,0.9913777108128198,11,LM,0
3,UPFC_tsh,5-15,-0.2500541179650517,11,LM,0
4,UPFC_Vse,5-15,0.10443660909330502,11,LM,0
5,UPFC_tse,5-15,-3.022735750105012,11,LM,0
0,x_tcsc,1-14,-0.01033820795586059,12,LM,0
1,B_svc,2,-0.06249088177765632,12,LM,0
2,UPFC_Vsh,5-15,0.9904598628428833,12,LM,0
3,UPFC_tsh,5-15,-0.250484696426475,12,LM,0
4,UPFC_Vse,5-15,0.10431888003858879,12,LM,0
5,UPFC_tse,5-15,-3.0251428722765397,12,LM,0
0,x_tcsc,1-14,-0.010401506291860398,13,LM,0
1,B_svc,2,-0.0631132938804851,13,LM,0
2,UPFC_Vsh,5-15,0.9909379910402923,13,LM,0
3,UPFC_tsh,5-15,-0.2511751007987868,13,LM,0
4,UPFC_Vse,5-15,0.10380748873933701,13,LM,0
5,UPFC_tse,5-15,-3.02950059739794,13,LM,0
0,x_tcsc,1-14,-0.01023812105671655,14,LM,0
1,B_svc,2,-0.06316085949217758,14,LM,0
2,UPFC_Vsh,5-15,0.9931611518698539,14,LM,0
3,UPFC_tsh,5-15,-0.25030724972081203,14,LM,0
4,UPFC_Vse,5-15,0.10403008768528874,14,LM,0
5,UPFC_tse,5-15,-3.0253699468343065,14,LM,0
0,x_tcsc,1-14,-0.010370414153430646,15,LM,0
1,B_svc,2,-0.06309766671266583,15,LM,0
2,UPFC_Vsh,5-15,0.9905924248481637,15,LM,0
3,UPFC_tsh,5-15,-0.25033102673975266,15,LM,0
4,UPFC_Vse,5-15,0.10491407257490952,15,LM,0
5,UPFC_tse,5-15,-3.024539898662464,15,LM,0
0,x_tcsc,1-14,-0.010294989218607995,16,LM,0
1,B_svc,2,-0.06315862948116778,16,LM,0
2,UPFC_Vsh,5-15,0.9932630284714349,16,LM,0
3,UPFC_tsh,5-15,-0.25000894861038586,16,LM,0
4,UPFC_Vse,5-15,0.10442015175191063,16,LM,0
5,UPFC_tse,5-15,-3.029788762457255,16,LM,0
0,x_tcsc,1-14,-0.01030468347251303,17,LM,0
1,B_svc,2,-0.06343106058270678,17,LM,0
2,UPFC_Vsh,5-15,0.989528245316685,17,LM,0
3,UPFC_tsh,5-15,-0.2510705264422804,17,LM,0
4,UPFC_Vse,5-15,0.10429285514183527,17,LM,0
5,UPFC_tse,5-15,-3.0364267553558424,17,LM,0
0,x_tcsc,1-14,-0.010292080657874379,18,LM,0
1,B_svc,2,-0.0631846060569961,18,LM,0
2,UPFC_Vsh,5-15,0.9912810035913766,18,LM,0
3,UPFC_tsh,5-15,-0.2506823166053446,18,LM,0
4,UPFC_Vse,5-15,0.10413112331464158,18,LM,0
5,UPFC_tse,5-15,-3.01902421124022,18,LM,0
0,x_tcsc,1-14,-0.010312987838344934,19,LM,0
1,B_svc,2,-0.06374248994761433,19,LM,0
2,UPFC_Vsh,5-15,0.9916582078382546,19,LM,0
3,UPFC_tsh,5-15,-0.2507771764327828,19,LM,0
4,UPFC_Vse,5-15,0.10444288278834285,19,LM,0
5,UPFC_tse,5-15,-3.0240697736986086,19,LM,0
0,x_tcsc,1-14,-0.010396896487801514,20,LM,0
1,B_svc,2,-0.062663189179108,20,LM,0
2,UPFC_Vsh,5-15,0.9913416915582337,20,LM,0
3,UPFC_tsh,5-15,-0.24910734968983994,20,LM,0
4,UPFC_Vse,5-15,0.10408343852466906,20,LM,0
5,UPFC_tse,5-15,-3.0303059158990395,20,LM,0
0,x_tcsc,1-14,-0.010298945874059448,21,LM,0
1,B_svc,2,-0.06308265426769777,21,LM,0
2,UPFC_Vsh,5-15,0.9906361536389685,21,LM,0
3,UPFC_tsh,5-15,-0.25010030354916224,21,LM,0
4,UPFC_Vse,5-15,0.10430302806349163,21,LM,0
5,UPFC_tse,5-15,-3.022274259331162,21,LM,0
0,x_tcsc,1-14,-0.010350491325703341,22,LM,0
1,B_svc,2,-0.06300125265281115,22,LM,0
2,UPFC_Vsh,5-15,0.989829199663804,22,LM,0
3,UPFC_tsh,5-15,-0.2506180996905166,22,LM,0
4,UPFC_Vse,5-15,0.10407816070382019,22,LM,0
5,UPFC_tse,5-15,-3.0265349519848983,22,LM,0
0,x_tcsc,1-14,-0.010310947652795178,23,LM,0
1,B_svc,2,-0.06314502793062139,23,LM,0
2,UPFC_Vsh,5-15,0.9904533141087432,23,LM,0
3,UPFC_tsh,5-15,-0.24957792853083405,23,LM,0
4,UPFC_Vse,5-15,0.10457153121279537,23,LM,0
5,UPFC_tse,5-15,-3.033154600824186,23,LM,0
0,x_tcsc,1-14,-0.01029174284699025,24,LM,0
1,B_svc,2,-0.06252708342933908,24,LM,0
2,UPFC_Vsh,5-15,0.9932802770351363,24,LM,0
3,UPFC_tsh,5-15,-0.24965992672142948,24,LM,0
4,UPFC_Vse,5-15,0.10493740223105458,24,LM,0
5,UPFC_tse,5-15,-3.020342938221138,24,LM,0
0,x_tcsc,1-14,-0.010231622461893236,25,LM,0
1,B_svc,2,-0.06316760114661178,25,LM,0
2,UPFC_Vsh,5-15,0.9918356725690304,25,LM,0
3,UPFC_tsh,5-15,-0.24880489920180707,25,LM,0
4,UPFC_Vse,5-15,0.10467741709708003,25,LM,0
5,UPFC_tse,5-15,-3.0251232300212885,25,LM,0
0,x_tcsc,1-14,-0.010323848274147365,26,LM,0
1,B_svc,2,-0.0631787105349512,26,LM,0
2,UPFC_Vsh,5-15,0.9916030982188757,26,LM,0
3,UPFC_tsh,5-15,-0.25050871652836465,26,LM,0
4,UPFC_Vse,5-15,0.10478292714637101,26,LM,0
5,UPFC_tse,5-15,-3.0313778020901525,26,LM,0
0,x_tcsc,1-14,-0.010344453356049737,27,LM,0
1,B_svc,2,-0.06270061799636649,27,LM,0
2,UPFC_Vsh,5-15,0.9924656567087466,27,LM,0
3,UPFC_tsh,5-15,-0.25051038282797206,27,LM,0
4,UPFC_Vse,5-15,0.10535723396444377,27,LM,0
5,UPFC_tse,5-15,-3.030466654942662,27,LM,0
0,x_tcsc,1-14,-0.010269108578323022,28,LM,0
1,B_svc,2,-0.06368667252630619,28,LM,0
2,UPFC_Vsh,5-15,0.9907693454770294,28,LM,0
3,UPFC_tsh,5-15,-0.25104910522021623,28,LM,0
4,UPFC_Vse,5-15,0.10484275653329488,28,LM,0
5,UPFC_tse,5-15,-3.0294192429688622,28,LM,0
0,x_tcsc,1-14,-0.01027940360782264,29,LM,0
1,B_svc,2,-0.06309353642654911,29,LM,0
2,UPFC_Vsh,5-15,0.9910722196940439,29,LM,0
3,UPFC_tsh,5-15,-0.25052436843066855,29,LM,0
4,UPFC_Vse,5-15,0.10431837874088523,29,LM,0
5,UPFC_tse,5-15,-3.0301386478614742,29,LM,0
0,x_tcsc,1-14,-0.010323783562541653,30,LM,0
1,B_svc,2,-0.06355208213156822,30,LM,0
2,UPFC_Vsh,5-15,0.9928376181332311,30,LM,0
3,UPFC_tsh,5-15,-0.25065555519777954,30,LM,0
4,UPFC_Vse,5-15,0.10527541837507673,30,LM,0
5,UPFC_tse,5-15,-3.0286152068476335,30,LM,0
0,x_tcsc,1-14,-0.010326523250694941,31,LM,0
1,B_svc,2,-0.06253155157017683,31,LM,0
2,UPFC_Vsh,5-15,0.9928183240977734,31,LM,0
3,UPFC_tsh,5-15,-0.24932939039443683,31,LM,0
4,UPFC_Vse,5-15,0.10501528024461908,31,LM,0
5,UPFC_tse,5-15,-3.0227261738721527,31,LM,0
0,x_tcsc,1-14,-0.010327266996449551,32,LM,0
1,B_svc,2,-0.06305088705985704,32,LM,0
2,UPFC_Vsh,5-15,0.9928025568985673,32,LM,0
3,UPFC_tsh,5-15,-0.2503136470729986,32,LM,0
4,UPFC_Vse,5-15,0.10497256307635769,32,LM,0
5,UPFC_tse,5-15,-3.02919562954385,32,LM,0
0,x_tcsc,1-14,-0.010304509300800133,33,LM,0
1,B_svc,2,-0.06304813665350853,33,LM,0
2,UPFC_Vsh,5-15,0.9907098804885677,33,LM,0
3,UPFC_tsh,5-15,-0.25166527334391614,33,LM,0
4,UPFC_Vse,5-15,0.10495000021895234,33,LM,0
5,UPFC_tse,5-15,-3.030617607333102,33,LM,0
0,x_tcsc,1-14,-0.010340313720558584,34,LM,0
1,B_svc,2,-0.06337941119357886,34,LM,0
2,UPFC_Vsh,5-15,0.9895771067458461,34,LM,0
3,UPFC_tsh,5-15,-0.25157854554933096,34,LM,0
4,UPFC_Vse,5-15,0.10428930582031118,34,LM,0
5,UPFC_tse,5-15,-3.030374290915772,34,LM,0
0,x_tcsc,1-14,-0.010313434935195296,35,LM,0
1,B_svc,2,-0.06258525882036413,35,LM,0
2,UPFC_Vsh,5-15,0.9878181091974398,35,LM,0
3,UPFC_tsh,5-15,-0.250584938265909,35,LM,0
4,UPFC_Vse,5-15,0.10457814460147706,35,LM,0
5,UPFC_tse,5-15,-3.025420295039441,35,LM,0
0,x_tcsc,1-14,-0.010276209910216896,36,LM,0
1,B_svc,2,-0.06393570421777135,36,LM,0
2,UPFC_Vsh,5-15,0.9877351733859134,36,LM,0
3,UPFC_tsh,5-15,-0.25013098336036094,36,LM,0
4,UPFC_Vse,5-15,0.10403238034133823,36,LM,0
5,UPFC_tse,5-15,-3.0274706805249987,36,LM,0
0,x_tcsc,1-14,-0.010456142893354012,37,LM,0
1,B_svc,2,-0.06279531918343463,37,LM,0
2,UPFC_Vsh,5-15,0.9919561257465099,37,LM,0
3,UPFC_tsh,5-15,-0.25046549393792283,37,LM,0
4,UPFC_Vse,5-15,0.10431668433597628,37,LM,0
5,UPFC_tse,5-15,-3.03174998268659,37,LM,0
0,x_tcsc,1-14,-0.010450054187927955,38,LM,0
1,B_svc,2,-0.06347046287165857,38,LM,0
2,UPFC_Vsh,5-15,0.9931502730540563,38,LM,0
3,UPFC_tsh,5-15,-0.24961347259986766,38,LM,0
4,UPFC_Vse,5-15,0.10471867956654923,38,LM,0
5,UPFC_tse,5-15,-3.027782141329547,38,LM,0
0,x_tcsc,1-14,-0.010384659594318519,39,LM,0
1,B_svc,2,-0.062412296772656695,39,LM,0
2,UPFC_Vsh,5-15,0.9905646902407405,39,LM,0
