,tipo,de,val,sample,method,scenario
0,v,0,1.0592611015180726,0,LM,0
1,teta,0,0.0,0,LM,0
2,v,1,1.0445029195019835,0,LM,0
3,teta,1,-0.08565039900380507,0,LM,0
4,v,2,0.9995834848708771,0,LM,0
5,teta,2,-0.2139253729537791,0,LM,0
6,v,3,1.0112884725551217,0,LM,0
7,teta,3,-0.17692472072939472,0,LM,0
8,v,4,1.0130992630471756,0,LM,0
9,teta,4,-0.1499874072172164,0,LM,0
10,v,5,1.048040384699534,0,LM,0
11,teta,5,-0.24568136251223763,0,LM,0
12,v,6,1.055388435896032,0,LM,0
13,teta,6,-0.2320601431566791,0,LM,0
14,v,7,1.0893326301552142,0,LM,0
15,teta,7,-0.23206014996959676,0,LM,0
16,v,8,1.0466774198993996,0,LM,0
17,teta,8,-0.260703891105436,0,LM,0
18,v,9,1.039413292881852,0,LM,0
19,teta,9,-0.2632615126926623,0,LM,0
20,v,10,1.040183634654794,0,LM,0
21,teta,10,-0.2570296025703859,0,LM,0
22,v,11,1.0560946442810124,0,LM,0
23,teta,11,-0.274524660206022,0,LM,0
24,v,12,1.037153002525076,0,LM,0
25,teta,12,-0.265275302944044,0,LM,0
26,v,13,1.0242716152631433,0,LM,0
27,teta,13,-0.2806545042999365,0,LM,0
28,v,14,1.0455453317375059,0,LM,0
29,teta,14,-0.07713899912071881,0,LM,0
30,v,15,1.0871739319874716,0,LM,0
31,teta,15,-0.26425297096744915,0,LM,0
0,v,0,1.0597961070629909,1,LM,0
1,teta,0,0.0,1,LM,0
2,v,1,1.0448813418587055,1,LM,0
3,teta,1,-0.0865887558529752,1,LM,0
4,v,2,0.9999845456273534,1,LM,0
5,teta,2,-0.2154065410177189,1,LM,0
6,v,3,1.0117051979467293,1,LM,0
7,teta,3,-0.1777317605867655,1,LM,0
8,v,4,1.0134988913337393,1,LM,0
9,teta,4,-0.150718177650494,1,LM,0
10,v,5,1.0483396301428742,1,LM,0
11,teta,5,-0.24630767618533572,1,LM,0
12,v,6,1.0558353948890196,1,LM,0
13,teta,6,-0.23260982832156324,1,LM,0
14,v,7,1.089845832430872,1,LM,0
15,teta,7,-0.23260982512851158,1,LM,0
16,v,8,1.0470828118543125,1,LM,0
17,teta,8,-0.26112069341551175,1,LM,0
18,v,9,1.039752846718867,1,LM,0
19,teta,9,-0.2638137258491797,1,LM,0
20,v,10,1.0405296850996608,1,LM,0
21,teta,10,-0.2575782255772597,1,LM,0
22,v,11,1.0566421008729472,1,LM,0
23,teta,11,-0.2749381293476118,1,LM,0
24,v,12,1.037751905671316,1,LM,0
25,teta,12,-0.2656103966908685,1,LM,0
26,v,13,1.0248823164651362,1,LM,0
27,teta,13,-0.2809059858590739,1,LM,0
28,v,14,1.0458023366986708,1,LM,0
29,teta,14,-0.07908027518011242,1,LM,0
30,v,15,1.0878526972696738,1,LM,0
31,teta,15,-0.26449760083765556,1,LM,0
0,v,0,1.0599503421054537,2,LM,0
1,teta,0,0.0,2,LM,0
2,v,1,1.0449927260001817,2,LM,0
3,teta,1,-0.08641105860307309,2,LM,0
4,v,2,0.9999538580088254,2,LM,0
5,teta,2,-0.21565264145435264,2,LM,0
6,v,3,1.0118413770697934,2,LM,0
7,teta,3,-0.17757491347308327,2,LM,0
8,v,4,1.0136401801896453,2,LM,0
9,teta,4,-0.15057073496297624,2,LM,0
10,v,5,1.0485424148178246,2,LM,0
11,teta,5,-0.2463934724623925,2,LM,0
12,v,6,1.0559981532833882,2,LM,0
13,teta,6,-0.23273691751125747,2,LM,0
14,v,7,1.0900141506799654,2,LM,0
15,teta,7,-0.23273690838665384,2,LM,0
16,v,8,1.047267527412532,2,LM,0
17,teta,8,-0.26139399682894054,2,LM,0
18,v,9,1.0399340746617778,2,LM,0
