,tipo,de,val,sample,method,scenario
0,x_tcsc,1-14,-0.012368792255531318,0,LM,0
1,B_svc,2,-0.06531161861909289,0,LM,0
2,UPFC_Vsh,5-15,0.990178931636251,0,LM,0
3,UPFC_tsh,5-15,-0.24854850568104528,0,LM,0
4,UPFC_Vse,5-15,0.10480776431400607,0,LM,0
5,UPFC_tse,5-15,-3.0145105350261594,0,LM,0
0,x_tcsc,1-14,-0.01119847144957073,1,LM,0
1,B_svc,2,-0.06330158191701102,1,LM,0
2,UPFC_Vsh,5-15,0.992866392336338,1,LM,0
3,UPFC_tsh,5-15,-0.24960966533546097,1,LM,0
4,UPFC_Vse,5-15,0.10533303291157378,1,LM,0
5,UPFC_tse,5-15,-3.036048722620769,1,LM,0
0,x_tcsc,1-14,-0.01066820392311599,2,LM,0
1,B_svc,2,-0.06283170386890079,2,LM,0
2,UPFC_Vsh,5-15,0.9893035800100057,2,LM,0
3,UPFC_tsh,5-15,-0.25128770953607693,2,LM,0
4,UPFC_Vse,5-15,0.10426855704481106,2,LM,0
5,UPFC_tse,5-15,-3.0258181497459034,2,LM,0
0,x_tcsc,1-14,-0.009987989012053198,3,LM,0
1,B_svc,2,-0.06399820739334658,3,LM,0
2,UPFC_Vsh,5-15,0.9935458606575772,3,LM,0
3,UPFC_tsh,5-15,-0.24999652608223444,3,LM,0
4,UPFC_Vse,5-15,0.10432210667294953,3,LM,0
5,UPFC_tse,5-15,-3.024801911752138,3,LM,0
0,x_tcsc,1-14,-0.010645149916263114,4,LM,0
1,B_svc,2,-0.0626945163115576,4,LM,0
2,UPFC_Vsh,5-15,0.9921325983421634,4,LM,0
3,UPFC_tsh,5-15,-0.25034912444425556,4,LM,0
4,UPFC_Vse,5-15,0.103992021067103,4,LM,0
5,UPFC_tse,5-15,-3.041061936611337,4,LM,0
0,x_tcsc,1-14,-0.008471091651899704,5,LM,0
1,B_svc,2,-0.06186494604239558,5,LM,0
2,UPFC_Vsh,5-15,0.9884826137801143,5,LM,0
3,UPFC_tsh,5-15,-0.2506861704714382,5,LM,0
4,UPFC_Vse,5-15,0.10408483443117643,5,LM,0
5,UPFC_tse,5-15,-3.026393504172222,5,LM,0
0,x_tcsc,1-14,-0.010282390932516157,6,LM,0
1,B_svc,2,-0.06164107252306991,6,LM,0
2,UPFC_Vsh,5-15,0.9903222727070574,6,LM,0
3,UPFC_tsh,5-15,-0.24997847276154164,6,LM,0
4,UPFC_Vse,5-15,0.1041917593699496,6,LM,0
5,UPFC_tse,5-15,-3.0196085782904225,6,LM,0
0,x_tcsc,1-14,-0.010291111269391846,7,LM,0
1,B_svc,2,-0.06310946791644372,7,LM,0
2,UPFC_Vsh,5-15,0.9912886036988349,7,LM,0
3,UPFC_tsh,5-15,-0.24994375257418996,7,LM,0
4,UPFC_Vse,5-15,0.10492019447404718,7,LM,0
5,UPFC_tse,5-15,-3.020803083857814,7,LM,0
0,x_tcsc,1-14,-0.008740192197001657,8,LM,0
1,B_svc,2,-0.06161658366585668,8,LM,0
2,UPFC_Vsh,5-15,0.9911304803256502,8,LM,0
3,UPFC_tsh,5-15,-0.2518708300293913,8,LM,0
4,UPFC_Vse,5-15,0.10376001919376389,8,LM,0
5,UPFC_tse,5-15,-3.0341120844968734,8,LM,0
0,x_tcsc,1-14,-0.01212681554692577,9,LM,0
1,B_svc,2,-0.06393618321248545,9,LM,0
2,UPFC_Vsh,5-15,0.9925996972341894,9,LM,0
3,UPFC_tsh,5-15,-0.2510780763493651,9,LM,0
4,UPFC_Vse,5-15,0.10431488799109556,9,LM,0
5,UPFC_tse,5-15,-3.0239266245492953,9,LM,0
0,x_tcsc,1-14,-0.01202367199388991,10,LM,0
1,B_svc,2,-0.06388940903841021,10,LM,0
2,UPFC_Vsh,5-15,0.9920874601159505,10,LM,0
3,UPFC_tsh,5-15,-0.24896915546194537,10,LM,0
4,UPFC_Vse,5-15,0.10390904614797195,10,LM,0
5,UPFC_tse,5-15,-3.017551095720324,10,LM,0
0,x_tcsc,1-14,-0.013086295326282768,11,LM,0
1,B_svc,2,-0.06592273992426902,11,LM,0
2,UPFC_Vsh,5-15,0.9933150139122084,11,LM,0
3,UPFC_tsh,5-15,-0.24834965634205902,11,LM,0
4,UPFC_Vse,5-15,0.10423669685563663,11,LM,0
5,UPFC_tse,5-15,-3.0279176691449314,11,LM,0
0,x_tcsc,1-14,-0.010184760619409263,12,LM,0
1,B_svc,2,-0.06331669678666292,12,LM,0
2,UPFC_Vsh,5-15,0.9911793851879104,12,LM,0
3,UPFC_tsh,5-15,-0.25094284225314406,12,LM,0
4,UPFC_Vse,5-15,0.10408682312350641,12,LM,0
5,UPFC_tse,5-15,-3.027650371301099,12,LM,0
0,x_tcsc,1-14,-0.009434921846666045,13,LM,0
1,B_svc,2,-0.06207354297583048,13,LM,0
2,UPFC_Vsh,5-15,0.9918815772283708,13,LM,0
3,UPFC_tsh,5-15,-0.2502819174090557,13,LM,0
4,UPFC_Vse,5-15,0.10461918128394045,13,LM,0
5,UPFC_tse,5-15,-3.0293148358396387,13,LM,0
0,x_tcsc,1-14,-0.010689892506817388,14,LM,0
1,B_svc,2,-0.06340306720869143,14,LM,0
2,UPFC_Vsh,5-15,0.9901474740036442,14,LM,0
3,UPFC_tsh,5-15,-0.2498942287359803,14,LM,0
4,UPFC_Vse,5-15,0.10319099555673499,14,LM,0
5,UPFC_tse,5-15,-3.027760538078763,14,LM,0
0,x_tcsc,1-14,-0.012209154954727481,15,LM,0
1,B_svc,2,-0.06389126628528081,15,LM,0
2,UPFC_Vsh,5-15,0.9923014942619122,15,LM,0
3,UPFC_tsh,5-15,-0.25068823004324864,15,LM,0
4,UPFC_Vse,5-15,0.10563112851971514,15,LM,0
5,UPFC_tse,5-15,-3.040171369963633,15,LM,0
0,x_tcsc,1-14,-0.01187566704875922,16,LM,0
1,B_svc,2,-0.06410421366521275,16,LM,0
2,UPFC_Vsh,5-15,0.9912851923363347,16,LM,0
3,UPFC_tsh,5-15,-0.2499605403092896,16,LM,0
4,UPFC_Vse,5-15,0.10458034405999143,16,LM,0
5,UPFC_tse,5-15,-3.0351477165132286,16,LM,0
0,x_tcsc,1-14,-0.012757785849998274,17,LM,0
1,B_svc,2,-0.06520145540774958,17,LM,0
2,UPFC_Vsh,5-15,0.9936313105700326,17,LM,0
3,UPFC_tsh,5-15,-0.24984483707011615,17,LM,0
4,UPFC_Vse,5-15,0.10443216394442321,17,LM,0
5,UPFC_tse,5-15,-3.028613609894279,17,LM,0
0,x_tcsc,1-14,-0.007497417791005754,18,LM,0
