,tipo,de,val,sample,method,scenario
0,v,0,1.0598502062235884,0,LM,0
1,teta,0,0.0,0,LM,0
2,v,1,1.045351977053574,0,LM,0
3,teta,1,-0.08579600684982176,0,LM,0
4,v,2,1.0001070353441301,0,LM,0
5,teta,2,-0.21572137001916583,0,LM,0
6,v,3,1.0121075462175462,0,LM,0
7,teta,3,-0.17715740382457754,0,LM,0
8,v,4,1.0139050575097284,0,LM,0
9,teta,4,-0.15012175782500708,0,LM,0
10,v,5,1.048854783919957,0,LM,0
11,teta,5,-0.24532119791105364,0,LM,0
12,v,6,1.0562597099587083,0,LM,0
13,teta,6,-0.23187408832881745,0,LM,0
14,v,7,1.0903036750544315,0,LM,0
15,teta,7,-0.23187408471774432,0,LM,0
16,v,8,1.0474861755673108,0,LM,0
17,teta,8,-0.2603015259359833,0,LM,0
18,v,9,1.0402605132727498,0,LM,0
19,teta,9,-0.26283868826042156,0,LM,0
20,v,10,1.0410410827802843,0,LM,0
21,teta,10,-0.256603755553687,0,LM,0
22,v,11,1.0566763856321315,0,LM,0
23,teta,11,-0.27397445762198447,0,LM,0
24,v,12,1.037954920177703,0,LM,0
25,teta,12,-0.2649097287025914,0,LM,0
26,v,13,1.0251488057794746,0,LM,0
27,teta,13,-0.28015675138325996,0,LM,0
28,v,14,1.0462233261188865,0,LM,0
29,teta,14,-0.07876706387632075,0,LM,0
30,v,15,1.0879131444188983,0,LM,0
31,teta,15,-0.2636234459473684,0,LM,0
0,v,0,1.0598322283964363,1,LM,0
1,teta,0,0.0,1,LM,0
2,v,1,1.0448747054105505,1,LM,0
3,teta,1,-0.08786518578621338,1,LM,0
4,v,2,0.9998823186838585,1,LM,0
5,teta,2,-0.2172528970161963,1,LM,0
6,v,3,1.0117698573197913,1,LM,0
7,teta,3,-0.1787554377149803,1,LM,0
8,v,4,1.0135639671707777,1,LM,0
9,teta,4,-0.15159044319579507,1,LM,0
10,v,5,1.0484795936635887,1,LM,0
11,teta,5,-0.2470625120199331,1,LM,0
12,v,6,1.0559226231915209,1,LM,0
13,teta,6,-0.23352883176877845,1,LM,0
14,v,7,1.0899942496175903,1,LM,0
15,teta,7,-0.23352882356185706,1,LM,0
16,v,8,1.047138267500438,1,LM,0
17,teta,8,-0.2619856735639389,1,LM,0
18,v,9,1.0399219112441371,1,LM,0
19,teta,9,-0.26458126770543594,1,LM,0
20,v,10,1.0407228786231844,1,LM,0
21,teta,10,-0.258288397919454,1,LM,0
22,v,11,1.0565269889569886,1,LM,0
23,teta,11,-0.27577058085163764,1,LM,0
24,v,12,1.0375710102895073,1,LM,0
25,teta,12,-0.26641453249648367,1,LM,0
26,v,13,1.0247396680826932,1,LM,0
27,teta,13,-0.28174033453860603,1,LM,0
28,v,14,1.0457337580461572,1,LM,0
29,teta,14,-0.08088888334393896,1,LM,0
30,v,15,1.0875152531484162,1,LM,0
31,teta,15,-0.26534627839138253,1,LM,0
0,v,0,1.060990246855706,2,LM,0
1,teta,0,0.0,2,LM,0
2,v,1,1.0460734968483854,2,LM,0
3,teta,1,-0.08698985310140575,2,LM,0
4,v,2,1.000876939088075,2,LM,0
5,teta,2,-0.2166842820363591,2,LM,0
6,v,3,1.0128339732087994,2,LM,0
7,teta,3,-0.17827465285840477,2,LM,0
8,v,4,1.0146365326614064,2,LM,0
9,teta,4,-0.15116115919276865,2,LM,0
10,v,5,1.0496591112794547,2,LM,0
11,teta,5,-0.24703909814485187,2,LM,0
12,v,6,1.0570624384569396,2,LM,0
13,teta,6,-0.23336253319503314,2,LM,0
