,tipo,de,val,sample,method,scenario
0,v,0,1.06,ref,PF,0
1,teta,0,0.0,ref,PF,0
2,v,1,1.045,ref,PF,0
3,teta,1,-0.0874330394506773,ref,PF,0
4,v,2,0.9999,ref,PF,0
5,teta,2,-0.21705971222525586,ref,PF,0
6,v,3,1.0118260377425345,ref,PF,0
7,teta,3,-0.17857748196164755,ref,PF,0
8,v,4,1.0136370543171236,ref,PF,0
9,teta,4,-0.15143310020753895,ref,PF,0
10,v,5,1.0486,ref,PF,0
11,teta,5,-0.24714912898911356,ref,PF,0
12,v,6,1.0559752301219518,ref,PF,0
13,teta,6,-0.23358921058292728,ref,PF,0
14,v,7,1.09,ref,PF,0
15,teta,7,-0.23358921058292728,ref,PF,0
16,v,8,1.0472284678724013,ref,PF,0
17,teta,8,-0.2621688993001636,ref,PF,0
18,v,9,1.0399682801211163,ref,PF,0
19,teta,9,-0.2647530254644873,ref,PF,0
20,v,10,1.0407574577302106,ref,PF,0
21,teta,10,-0.25848361014901705,ref,PF,0
22,v,11,1.056705398192091,ref,PF,0
23,teta,11,-0.2757164763628762,ref,PF,0
24,v,12,1.0378593166907888,ref,PF,0
25,teta,12,-0.26649831246094413,ref,PF,0
26,v,13,1.0249775880907177,ref,PF,0
27,teta,13,-0.28187821152866116,ref,PF,0
28,v,14,1.0458712991991883,ref,PF,0
29,teta,14,-0.08037287226629697,ref,PF,0
30,v,15,1.087836879874888,ref,PF,0
31,teta,15,-0.26535908612342785,ref,PF,0
0,v,0,1.06,ref,PF,1
1,teta,0,0.0,ref,PF,1
2,v,1,1.045,ref,PF,1
3,teta,1,-0.08785925683014138,ref,PF,1
4,v,2,0.9999,ref,PF,1
5,teta,2,-0.20506105683591339,ref,PF,1
6,v,3,1.0137737533482762,ref,PF,1
7,teta,3,-0.17552414444216063,ref,PF,1
8,v,4,1.0160691587124637,ref,PF,1
9,teta,4,-0.14977756633720815,ref,PF,1
10,v,5,1.0593000000000001,ref,PF,1
11,teta,5,-0.24492254856874915,ref,PF,1
12,v,6,1.058561441656948,ref,PF,1
13,teta,6,-0.22989342129588736,ref,PF,1
14,v,7,1.09,ref,PF,1
15,teta,7,-0.22989342129588736,ref,PF,1
16,v,8,1.051715003995915,ref,PF,1
17,teta,8,-0.2580732121383855,ref,PF,1
18,v,9,1.045596120455493,ref,PF,1
19,teta,9,-0.26085739449187634,ref,PF,1
20,v,10,1.0489017007812524,ref,PF,1
21,teta,10,-0.2552975742007862,ref,PF,1
22,v,11,1.0642911215350648,ref,PF,1
23,teta,11,-0.27285301339672713,ref,PF,1
24,v,12,1.047023363355154,ref,PF,1
25,teta,12,-0.26381719141953336,ref,PF,1
26,v,13,1.0316235449287752,ref,PF,1
27,teta,13,-0.27815782631712616,ref,PF,1
28,v,14,1.0481646505217816,ref,PF,1
29,teta,14,-0.06065762621670928,ref,PF,1
30,v,15,1.0939068226283648,ref,PF,1
31,teta,15,-0.263071157076411,ref,PF,1
0,v,0,1.06,ref,PF,2
1,teta,0,0.0,ref,PF,2
2,v,1,1.045,ref,PF,2
3,teta,1,-0.09003368013577119,ref,PF,2
4,v,2,1.0201,ref,PF,2
5,teta,2,-0.16782635703447452,ref,PF,2
6,v,3,1.0224646512580888,ref,PF,2
7,teta,3,-0.16519048948506468,ref,PF,2
8,v,4,1.0240270225390742,ref,PF,2
9,teta,4,-0.14352950780201693,ref,PF,2
10,v,5,1.0807,ref,PF,2
11,teta,5,-0.2364164344472097,ref,PF,2
12,v,6,1.0658626230221908,ref,PF,2
13,teta,6,-0.21840662578970838,ref,PF,2
14,v,7,1.09,ref,PF,2
15,teta,7,-0.21840662578970835,ref,PF,2
16,v,8,1.0627000096128105,ref,PF,2
17,teta,8,-0.24593804250912993,ref,PF,2
18,v,9,1.0585219179085579,ref,PF,2
19,teta,9,-0.24912301934614078,ref,PF,2
20,v,10,1.0660463451383622,ref,PF,2
21,teta,10,-0.24496354025376813,ref,PF,2
22,v,11,1.075901033054737,ref,PF,2
23,teta,11,-0.2634180761756055,ref,PF,2
24,v,12,1.064608633730731,ref,PF,2
25,teta,12,-0.2547979169344029,ref,PF,2
26,v,13,1.0457373653430386,ref,PF,2
27,teta,13,-0.26689940442747406,ref,PF,2
28,v,14,1.0168705733629884,ref,PF,2
29,teta,14,0.02463083637408882,ref,PF,2
30,v,15,1.1000057969724688,ref,PF,2
31,teta,15,-0.2555450420067678,ref,PF,2
0,v,0,1.06,ref,PF,3
1,teta,0,0.0,ref,PF,3
2,v,1,1.045,ref,PF,3
3,teta,1,-0.0908867624242427,ref,PF,3
4,v,2,1.0201,ref,PF,3
5,teta,2,-0.15905919584113914,ref,PF,3
6,v,3,1.022469379991912,ref,PF,3
7,teta,3,-0.16298755473987495,ref,PF,3
8,v,4,1.024090599939875,ref,PF,3
9,teta,4,-0.1421081811267432,ref,PF,3
10,v,5,1.0807,ref,PF,3
11,teta,5,-0.23468341637209006,ref,PF,3
12,v,6,1.0658403228161744,ref,PF,3
13,teta,6,-0.21636380835091928,ref,PF,3
14,v,7,1.09,ref,PF,3
15,teta,7,-0.21636380835091926,ref,PF,3
16,v,8,1.0626566478066204,ref,PF,3
17,teta,8,-0.24397925918598545,ref,PF,3
18,v,9,1.0584883956279647,ref,PF,3
19,teta,9,-0.24720373175492774,ref,PF,3
20,v,10,1.0660318011942043,ref,PF,3
21,teta,10,-0.24313547771760027,ref,PF,3
22,v,11,1.0738887168130409,ref,PF,3
23,teta,11,-0.2618050334881767,ref,PF,3
24,v,12,1.0640402396160653,ref,PF,3
25,teta,12,-0.25321250552526886,ref,PF,3
26,v,13,1.0454615007085948,ref,PF,3
27,teta,13,-0.26511310975978963,ref,PF,3
28,v,14,0.9895200248892617,ref,PF,3
29,teta,14,0.05369916540383253,ref,PF,3
30,v,15,1.096724058453246,ref,PF,3
31,teta,15,-0.2543331729799526,ref,PF,3
