dx,dz
1.0148442069402805,1.0
0.7322089309014002,0.10466523093192308
0.36619272049639695,0.013455406262368868
0.05576020144725598,0.0009688939842615853
0.017805675777237195,0.0013680520172674176
0.004330277811490388,0.002768188203796167
0.03380915919685376,0.006330489250337641
0.049320942330614057,0.0009329381040138942
0.05348701760904871,0.00029282312977759573
0.008912470727417843,0.00010033744937413397
0.0007463652688922165,8.427522333076762e-06
8.047779949634774e-06,9.353444083285511e-08
9.43122556309554e-10,1.1256429012302121e-11
