dx,dz
87.86497684861067,1.0
37.08103642477101,0.08287526934498272
5.025149723932897,0.006359072738710831
5.441118512312413,0.0027145719806852277
2.3667563322964527,0.003227865829235524
2.366756331816071,0.003227865829235525
2.3667563321767324,0.0032278658292355282
2.3667563321493765,0.0032278658292355274
2.3667563319740443,0.0032278658292355282
2.366756332322137,0.0032278658292355256
2.3667563317400853,0.003227865829235527
2.366756332077488,0.0032278658292355265
2.36675633153547,0.003227865829235526
2.366756332116883,0.003227865829235524
2.366756332334636,0.0032278658292355235
2.3667563314467825,0.003227865829235526
2.366756331383105,0.0032278658292355265
2.3667563328018755,0.003227865829235524
2.3667563324861276,0.0032278658292355243
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
2.3667563324139973,0.0032278658292355256
