Estimador 2 
1.485073e+10,6.447949e+03
1.283346e+12,8.373106e+03
2.369678e+11,2.990119e+03
1.989285e+10,9.136823e+02
1.233405e+09,2.600073e+02
2.563824e+09,3.183491e+02
6.021293e+09,3.960845e+02
1.115000e+10,4.968565e+02
1.531015e+10,5.882999e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
2.020855e+10,7.144222e+02
