dx,dz
1.170917988231084,1.0
0.3704860577781491,0.11011054119180343
0.4340521140001195,0.014208403322382948
0.459021441628004,0.0018723052153147672
0.4060104230608598,0.0004871939855333129
0.3849556576542975,2.4498018164713445e-05
0.1783535398126073,2.800225444020861e-05
0.1309973141849833,2.7818655156294982e-05
0.18439499669207135,2.7597530289044176e-05
0.1607663919632735,3.650321969143703e-05
0.004617901168899745,1.1674196331814327e-05
4.799227054628131e-05,5.919968498652992e-07
1.6547924226863474e-08,2.5373028767915967e-10
