dx,dz
1.1141561669736533,1.0
0.34819929839890135,0.11137210675134121
0.38053080063515726,0.014636935849129359
0.45916319725174964,0.0019060078112753953
0.5518368975960072,0.0003533574262872206
0.29250625831045485,0.00011537935641819557
0.4388534641478301,4.844015840072027e-05
0.1513526631516284,2.421539938692643e-05
0.21016599852095905,2.092130097774406e-05
0.16879259924981488,2.043417117092859e-05
0.00752771587469085,3.949647013547295e-06
0.00015195684975159455,2.4911111210774243e-07
1.4101870651484057e-07,2.5245340288805354e-10
