Estimador 1 
1.756584e+08,9.349303e+01
2.024993e+08,9.785132e+01
2.025104e+08,9.747933e+01
2.029851e+08,9.803599e+01
2.025425e+08,9.802605e+01
2.025411e+08,9.802661e+01
Estimador 2 
3.384429e+09,2.028763e+03
1.579882e+10,2.998935e+03
3.919864e+10,2.710275e+03
6.923722e+10,3.285111e+03
6.940243e+10,3.300051e+03
6.958995e+10,3.301236e+03
6.959001e+10,3.301236e+03
Estimador 1 
1.750827e+08,9.349303e+01
1.978002e+08,9.799729e+01
1.958011e+08,9.810033e+01
1.979167e+08,9.869020e+01
1.971331e+08,9.867997e+01
1.971285e+08,9.868217e+01
1.971285e+08,9.868217e+01
Estimador 2 
3.118787e+09,2.028763e+03
2.108832e+10,3.284244e+03
1.151584e+11,4.403926e+03
2.583921e+11,5.927241e+03
2.440723e+11,5.839789e+03
2.486649e+11,5.855976e+03
2.486718e+11,5.856002e+03
Estimador 1 
2.732546e+08,9.349303e+01
1.954331e+08,9.813875e+01
3.845134e+08,9.938355e+01
4.846192e+08,1.085296e+02
4.903858e+08,1.094773e+02
4.909185e+08,1.096809e+02
4.909186e+08,1.096809e+02
Estimador 2 
3.144099e+09,2.028763e+03
3.155116e+10,3.542459e+03
7.324434e+11,8.056961e+03
1.943177e+12,1.079297e+04
4.055769e+12,1.418274e+04
3.825089e+12,1.392293e+04
3.834354e+12,1.393529e+04
3.834356e+12,1.393530e+04
Estimador 1 
nan,1.079988e+02
Estimador 1 
1.737462e+08,9.349303e+01
1.952770e+08,9.824043e+01
1.912084e+08,9.896604e+01
2.559005e+08,1.085872e+02
8.353136e+08,1.987177e+02
9.117170e+08,2.074641e+02
9.084687e+08,2.070960e+02
9.084632e+08,2.070953e+02
Estimador 2 
3.170731e+09,2.028763e+03
4.775786e+10,3.768760e+03
1.055338e+11,5.285836e+03
2.288474e+11,7.357062e+03
4.763116e+11,1.007480e+04
9.358076e+11,1.348812e+04
1.755979e+12,1.771565e+04
3.762919e+12,2.375627e+04
7.520472e+12,3.205663e+04
2.509577e+13,5.277326e+04
1.208559e+14,9.894454e+04
1.413357e+14,1.069561e+05
1.412474e+14,1.069315e+05
1.412473e+14,1.069315e+05
