,dx,dz,method,caso
0,0.008553804562776572,1.0,LM,0
1,0.016060104471737575,0.12968184688967774,LM,0
2,0.04094207755575816,0.01605821282346071,LM,0
3,0.07425446486129261,0.00962389486490106,LM,0
4,0.23576918845586572,0.0022153006253117303,LM,0
5,0.5853601532109529,0.00028583582350732317,LM,0
6,1.2279028978299107,5.607353194803324e-06,LM,0
7,0.9938656345511048,4.2374170022718365e-06,LM,0
8,0.714708826211469,3.262535363045999e-06,LM,0
9,0.29315782385644407,2.112367719167016e-06,LM,0
10,0.030953828634850064,1.4441579694387285e-06,LM,0
11,0.00013296531166127513,2.976873892929683e-09,LM,0
12,1.7508852690773858e-08,3.3368756536108644e-13,LM,0
0,2.147656876414662,1.0,GNbc,0
1,0.9149747495104912,0.09193565649166023,GNbc,0
2,0.09907323873899174,0.0037895324574476405,GNbc,0
3,0.006436372154510901,8.649670512816477e-05,GNbc,0
4,1.1083741303811874e-05,9.345529700934122e-08,GNbc,0
5,7.327495460637968e-11,1.59052403057585e-14,GNbc,0
0,2.0820220371047076,1.0,GN,0
1,0.6571777437977064,0.12103893870753328,GN,0
2,0.06948060186587371,0.003950401678283323,GN,0
3,0.005658550723039942,0.0008504533868949069,GN,0
4,3.6074757300785436e-05,8.097924644302401e-07,GN,0
5,1.7495770154960148e-09,3.253617972045442e-12,GN,0
0,0.11179489621643847,1.0,LM,1
1,0.45408186902295894,0.23680244553650437,LM,1
2,1.0292687955201392,0.090344660439333,LM,1
3,0.61295861660099,0.00873886707050959,LM,1
4,0.16311083524117556,0.0024062703544909213,LM,1
5,0.0042999908105069255,5.336311046244802e-05,LM,1
6,8.127012281273822e-06,1.2973734582835479e-07,LM,1
0,2.2774579211431396,1.0,GNbc,1
1,0.5806105086104868,0.07373989894837252,GNbc,1
2,0.4670539138894922,0.05183141437544585,GNbc,1
3,0.024509832736481774,0.02168255303659081,GNbc,1
4,0.00026365144961247534,3.752792971286454e-05,GNbc,1
5,1.1326418786378533e-08,2.2456529077565728e-09,GNbc,1
0,2.267205500051968,1.0,GN,1
1,1.2010944421362304,0.23653138868806706,GN,1
2,0.18121385498019757,0.4500426539561449,GN,1
3,0.009816515798315117,0.004931743237810708,GN,1
4,8.938444076237732e-05,3.1030049551106124e-05,GN,1
5,1.7957196455279646e-09,4.3539129071324407e-10,GN,1
0,0.48016063205492115,1.0,LM,2
1,0.7389253778289581,0.570998060994968,LM,2
2,1.2956160587613714,0.42741868140188455,LM,2
3,0.2689709389977172,0.08943756769448516,LM,2
4,0.02822483954416822,0.007891453624894958,LM,2
5,0.00013279780480117726,8.940074110961585e-05,LM,2
6,7.167574272559205e-09,3.87304946788785e-09,LM,2
0,2.6135990918169663,1.0,GNbc,2
1,2.128617467336722,1.5204307790573603,GNbc,2
2,0.43575763739719736,0.2816363526295015,GNbc,2
3,0.023792589240882494,0.017772472258555903,GNbc,2
4,0.0006232962562532067,0.0002694103178477162,GNbc,2
5,4.542418500525312e-08,5.130170253226395e-08,GNbc,2
0,2.5471090459250023,1.0,GN,2
1,2.0249234641726845,0.3673600367443263,GN,2
2,0.43660326651361137,4.48579836049522,GN,2
3,0.06256587770061128,0.41340375628475695,GN,2
4,0.005793734833439302,0.056597105788299004,GN,2
5,3.3889008096680526e-05,0.0013654885412029132,GN,2
6,1.3884882524004827e-08,3.8865519073418503e-07,GN,2
0,0.5228089885299677,1.0,LM,3
1,0.6330999424984166,0.6488916475286652,LM,3
2,1.00746161449631,0.5114658752940735,LM,3
3,0.2432600030830545,0.0763169781575,LM,3
4,0.014589444450272743,0.011362934235547068,LM,3
5,3.157584018446588e-05,5.210413360822434e-05,LM,3
6,7.431790955641893e-10,7.004410949730964e-10,LM,3
0,2.50191941449769,1.0,GNbc,3
1,0.912211625121333,0.1718124647044308,GNbc,3
2,0.8310471833125326,0.09362018677083656,GNbc,3
3,0.031178949368774703,0.025522215977353765,GNbc,3
4,0.0005174235464531024,0.002460269764069559,GNbc,3
5,9.788829212935467e-08,1.1536004835959178e-06,GNbc,3
0,2.354844770687676,1.0,GN,3
1,1.5542826782561572,0.46832371543778284,GN,3
2,0.2818277545744012,3.6270022651201117,GN,3
3,0.062240609259053815,0.24166495597366439,GN,3
4,0.006186100746157982,0.07436524321479145,GN,3
5,7.799021488757273e-05,0.0011888758163289546,GN,3
6,1.0167115829646284e-08,1.805272107526929e-07,GN,3
