,dx,dz,method,caso
0,0.2320831979182645,1.0,LM,0
1,0.40177420798806096,0.8387088768409842,LM,0
2,0.5120061651708168,1.8280927628899513,LM,0
3,0.4961471212070764,4.905324443610754,LM,0
4,0.3634156718909919,18.927092315626084,LM,0
5,0.321994115709837,1.6043575703086224,LM,0
6,0.06264914354802283,0.07472018882478204,LM,0
7,0.0011354187237615063,0.0010094532924489758,LM,0
8,2.0720658017834112e-07,3.4906463987574575e-07,LM,0
0,0.3646305022112047,1.0,GNbc,0
1,0.3110163225047923,0.8751625574832789,GNbc,0
2,0.17415039117162512,1.1075411592415305,GNbc,0
3,0.11526817570003305,1.9665586262643533,GNbc,0
4,0.08643604202857263,3.530296599731216,GNbc,0
5,0.2571379208555494,7.453595481653162,GNbc,0
6,0.021604509345223632,1.375582490746444,GNbc,0
7,0.0006038760813891773,0.0014202284104760288,GNbc,0
8,6.643019136606969e-08,1.149603393316617e-07,GNbc,0
0,1.3807494705396413,1.0,GN,0
1,0.9970234977170883,13.658840558938001,GN,0
2,0.11390562360326556,12.628542904935179,GN,0
3,0.07544209252541818,0.44324682429580664,GN,0
4,0.001779134089849145,0.009322061824156135,GN,0
5,2.0287341051220376e-07,6.52764090565918e-06,GN,0
0,0.24870834788110113,1.0,LM,1
1,0.3250003864961947,1.575839293119696,LM,1
2,0.022641539003886695,4973.519916029847,LM,1
3,0.020350861305690245,11248.528379173847,LM,1
4,0.05208857557149511,5475.785923575569,LM,1
5,0.16746408125141377,415.2187795715526,LM,1
6,0.45166334781760015,57.811249413882294,LM,1
7,0.7049367990814029,9.322653983435838,LM,1
8,0.4229137552356702,3.1058109662699986,LM,1
9,0.07028405773520188,0.8584697541273048,LM,1
10,0.004030604702911943,0.005577825564790976,LM,1
11,7.774336566123052e-06,7.923586457070622e-06,LM,1
0,0.3654949099742986,1.0,GNbc,1
1,0.3189857075464947,1.0501750881495535,GNbc,1
2,0.3498080396582361,5.473319683769768,GNbc,1
3,0.20415120589730146,2.213836718386305,GNbc,1
4,0.18577585074580338,1.276620178928125,GNbc,1
5,0.010075593737173653,0.4250920021544367,GNbc,1
6,0.00014012847380146047,0.0011342086479781538,GNbc,1
7,3.618835280945123e-08,3.951146624146104e-07,GNbc,1
0,1.4028782565835467,1.0,GN,1
1,0.9841415657087867,1.4539650205663464,GN,1
2,0.3188083436958331,1.3507238888038355,GN,1
3,0.10838640060732489,0.11588098630786998,GN,1
4,0.0022673291842253917,0.0026143873960688194,GN,1
5,2.9131401827892297e-07,2.1248882669463283e-06,GN,1
0,0.18365912149188315,1.0,LM,2
1,0.41019949458478,1.1457797012431763,LM,2
2,0.8486448834562862,0.4792580477878591,LM,2
3,0.9335566767601217,0.3703903217602883,LM,2
4,0.6752533406410123,0.2922624602500593,LM,2
5,0.2746736927848579,0.23176558324416568,LM,2
6,0.02936471499058499,0.07433093350954578,LM,2
7,0.0002808381555218613,0.0021352030427060523,LM,2
8,8.800464634356337e-07,2.3228698635452866e-06,LM,2
0,0.40599817876266503,1.0,GNbc,2
1,1.6274284045796363,70.06971622045076,GNbc,2
2,0.8940076436447931,1.9184343855938877,GNbc,2
3,0.32152491910223846,0.2982696193096883,GNbc,2
4,0.1355463793631084,0.07319665922907148,GNbc,2
5,0.1341556759609682,0.02899099178348708,GNbc,2
6,0.002353015819368376,0.015892508434795363,GNbc,2
7,7.402453306585712e-06,0.00010225480390087644,GNbc,2
8,1.0122042990440623e-10,1.1920447072944689e-09,GNbc,2
0,1.8619953567142848,1.0,GN,2
1,1.7884115963734153,0.4248209998200018,GN,2
2,0.23472760941235812,0.8750755055295016,GN,2
3,0.13678823362786005,0.05870883234986566,GN,2
4,0.0034406266140996006,0.005147840622541589,GN,2
5,5.915643036772406e-06,2.0382651124730006e-05,GN,2
0,0.19873221386207698,1.0,LM,3
1,0.48937157365197054,0.7351935694341196,LM,3
2,0.8921444756175502,0.5727942449103867,LM,3
3,1.0215993784962027,0.40437027180062457,LM,3
4,0.6681926483809534,0.31234336548299035,LM,3
5,0.44194373524504643,0.2468996059050016,LM,3
6,0.253670947983723,0.18267872139491864,LM,3
7,0.018814246613453958,0.04483234423064533,LM,3
8,0.0006147732780529561,0.0016182370126463564,LM,3
9,8.970284660232058e-07,2.9518240555842172e-06,LM,3
0,0.3863543330398409,1.0,GNbc,3
1,0.36927052122691173,10.531869195958507,GNbc,3
2,0.3649374065698686,2.1728033241961437,GNbc,3
3,0.44291218077351585,0.9651228078248086,GNbc,3
4,0.18920112113480758,0.4843358929197604,GNbc,3
5,0.00898337279329802,0.0968617030932273,GNbc,3
6,0.0001913602010244303,0.0011431773671784305,GNbc,3
7,1.2767048362172974e-07,4.994860347902257e-07,GNbc,3
0,1.715383913597673,1.0,GN,3
1,1.5617320574457023,0.38143117542714394,GN,3
2,0.1720159584801935,0.6571659465729598,GN,3
3,0.1418684284645722,0.07813899758559958,GN,3
4,0.004278468445524534,0.014789612951458005,GN,3
5,1.6930374133128075e-05,3.5672822304621415e-05,GN,3
6,4.887024835235536e-10,2.934421371528313e-09,GN,3
