,dx,dz,method,caso
0,0.24896772745847157,1.0,LM,0
1,0.5844106292967869,0.40031219512296384,LM,0
2,0.8736155786082581,0.24104657985079656,LM,0
3,0.3509862837860867,0.08901773852604553,LM,0
4,0.4026566911751367,0.015151003195961467,LM,0
5,0.38711343178391755,0.010572711550714282,LM,0
6,0.3472575244921863,0.04660479948620382,LM,0
7,0.28693616746463335,0.09262449508773059,LM,0
8,0.2268879744016352,0.1333240985843039,LM,0
9,0.17583708704771403,0.1687887750512039,LM,0
10,0.0931585334223374,0.5285813334278331,LM,0
11,0.07028685404005056,0.6582782887469264,LM,0
12,0.0013089702126138992,0.1816349623320237,LM,0
13,1.3396808766165948e-05,0.007204879090962379,LM,0
14,1.2899558031198215e-08,8.32611447950138e-06,LM,0
0,0.33355296395162076,1.0,GNbc,0
1,0.235761511662577,6.656003784335513,GNbc,0
2,0.5817828727024954,2.9375827337840597,GNbc,0
3,0.05308732106148239,1.3481975876982877,GNbc,0
4,0.03827029398104227,0.5673201105973081,GNbc,0
5,0.048920258327298835,0.32543135308429266,GNbc,0
6,0.0022990941113351904,0.2739042922071933,GNbc,0
7,7.615441689972497e-06,0.001464309108036912,GNbc,0
8,6.209874606770715e-10,1.3343630271889988e-07,GNbc,0
0,1.3063615258258643,1.0,GN,0
1,0.7935908830282846,0.3679860786569905,GN,0
2,0.6540940158522582,0.04846537555760664,GN,0
3,0.42485899694271945,0.8257997943679036,GN,0
4,0.2534548724326721,0.054648148064127725,GN,0
5,0.05823317884416659,0.15669395797450544,GN,0
6,0.005995126449804567,1.9056808480915037,GN,0
7,0.0004174873887313724,0.39563343602750983,GN,0
8,9.442700408522373e-06,0.0015528306220830483,GN,0
9,1.5009348475876495e-09,5.589820498338378e-07,GN,0
0,0.2657748584814343,1.0,LM,1
1,0.6398982192576305,0.3572225227458808,LM,1
2,0.922414714357654,0.2228484853447589,LM,1
3,0.29097211175978627,0.08435480060574409,LM,1
4,0.7655320079999797,0.0554522965925838,LM,1
5,0.5833450426239176,0.09991899177235454,LM,1
6,0.4343791463303162,0.18687093324566123,LM,1
7,0.3269252794846412,0.29503342453826387,LM,1
8,0.04697185938614951,0.2217232364680812,LM,1
9,0.0029086587392720947,0.13304641589449712,LM,1
10,0.0001037601380420189,0.006951871324771263,LM,1
11,2.4156449400631537e-07,1.763639391561445e-05,LM,1
0,0.3370601142309593,1.0,GNbc,1
1,0.2432014436157099,5.138809358415546,GNbc,1
2,0.6013905083967073,2.259292112948275,GNbc,1
3,0.13419218275181916,1.1046962762320316,GNbc,1
4,0.04292897114013603,2.398723319003149,GNbc,1
5,0.03820904659536194,0.05457931052566736,GNbc,1
6,0.0012553821149899622,0.04018321242400495,GNbc,1
7,4.972843585691324e-06,7.437239455443781e-05,GNbc,1
0,1.3133306238581426,1.0,GN,1
1,0.7830135447488545,0.3365544970464544,GN,1
2,0.6004785732126339,0.025751596233086416,GN,1
3,0.25532803822640315,3.9380656933281135,GN,1
4,0.5008875064396137,0.8946149768868288,GN,1
5,4.639534804597063,0.5067740133714053,GN,1
6,25.546654353088154,0.5052963724710827,GN,1
7,239.93937486144608,0.06880380446742022,GN,1
8,79303.96484718872,0.05251423671264288,GN,1
0,0.23508292873915645,1.0,LM,2
1,0.7751589227311769,0.3220102215307506,LM,2
2,1.4708514847331418,0.19333069615982162,LM,2
3,0.39099482065408325,0.07910469442202692,LM,2
4,5.623659292658088,0.013349660040456061,LM,2
5,0.6446126022290087,0.32991193717040923,LM,2
6,0.6812589129936497,0.4396067587823895,LM,2
7,0.2470314457774384,40.838243410032895,LM,2
8,0.11503839388340545,13.097341979030585,LM,2
9,0.04834462636256774,2.422475097682834,LM,2
10,0.020012632912483234,0.4184429988043912,LM,2
11,0.0032912902554439096,0.04262561050430208,LM,2
12,5.904921814271238e-05,0.0006156918258324954,LM,2
13,1.1992321034305234e-08,7.571685012641174e-08,LM,2
0,0.35510564244079573,1.0,GNbc,2
1,0.22763147312607843,0.45492994923612023,GNbc,2
2,0.2871877920469585,0.3440741518666855,GNbc,2
3,0.2664679833545461,0.134081616047399,GNbc,2
4,0.02804282317784129,0.08712274828673112,GNbc,2
5,0.0003475790161946515,0.0019175744964378182,GNbc,2
6,3.296482749459938e-08,7.290071758733663e-08,GNbc,2
0,1.4239428513869758,1.0,GN,2
1,2.32910823145304,0.2978693124348266,GN,2
2,3.676228024537415,0.21190959957752306,GN,2
3,51.614914681645246,0.04396260965685473,GN,2
4,10597.88249960151,0.20927710981142145,GN,2
0,0.23614852191278757,1.0,LM,3
1,0.6821443912966332,0.3180033218234067,LM,3
2,0.7436372722573692,0.18234967737891214,LM,3
3,2.744133283478394,0.009142272896720111,LM,3
4,0.47834919530469655,1.2444554914057284,LM,3
5,0.6183207788743791,0.2362243750225406,LM,3
6,0.04467003891581603,0.01239645228155395,LM,3
7,0.0001426633260444093,0.0002651596627038058,LM,3
8,2.655271075561833e-08,8.687173532155954e-08,LM,3
0,0.38838215299277395,1.0,GNbc,3
1,0.8849124851210977,0.35586394145844125,GNbc,3
2,0.3701274775590557,0.07634853060343791,GNbc,3
3,0.019278757833778495,0.01942448910032407,GNbc,3
4,6.096112669244999e-05,0.00023752256511603423,GNbc,3
5,1.0410053574306838e-08,4.603816272137312e-08,GNbc,3
0,1.5656923682994832,1.0,GN,3
1,3.9739176599587083,0.3088508509801517,GN,3
2,5.669098609588916,0.2803157502990853,GN,3
3,308.3658701781688,0.016783261472887785,GN,3
4,4862370.364886092,0.44581740902587597,GN,3
