1,2,51,27,0,0,1,0.955,10.9727399814384,138,1,1.06,0.94
2,1,20,9,0,0,1,0.971392794516989,11.5125474490393,138,1,1.06,0.94
3,1,39,10,0,0,1,0.967691944448439,11.8561900210119,138,1,1.06,0.94
4,2,39,12,0,0,1,0.998,15.5740897626966,138,1,1.06,0.94
5,1,0,0,0,-40,1,1.00198463690327,16.0191785216038,138,1,1.06,0.94
6,2,52,22,0,0,1,0.99,13.2918717561986,138,1,1.06,0.94
7,1,19,2,0,0,1,0.989327887737801,12.8473377872601,138,1,1.06,0.94
8,2,28,0,0,0,1,1.015,21.0405843776145,345,1,1.06,0.94
9,1,0,0,0,0,1,1.04291820511309,28.29468944922,345,1,1.06,0.94
10,2,0,0,0,0,1,1.05,35.8755985971209,345,1,1.06,0.94
11,1,70,23,0,0,1,0.985088547838629,13.0058004477676,138,1,1.06,0.94
12,2,47,10,0,0,1,0.99,12.4889119997914,138,1,1.06,0.94
13,1,34,16,0,0,1,0.968302035326275,11.6297475683613,138,1,1.06,0.94
14,1,14,1,0,0,1,0.983591023762525,11.7714585781848,138,1,1.06,0.94
15,2,90,30,0,0,1,0.97,11.4741465543162,138,1,1.06,0.94
16,1,25,10,0,0,1,0.983897364358528,12.1873383768106,138,1,1.06,0.94
17,1,11,3,0,0,1,0.995088531960896,13.9952214514023,138,1,1.06,0.94
18,2,60,34,0,0,1,0.973,11.7807920615726,138,1,1.06,0.94
19,2,45,25,0,0,1,0.962,11.3146478034606,138,1,1.06,0.94
20,1,18,3,0,0,1,0.956934313099887,12.1910039308568,138,1,1.06,0.94
21,1,14,8,0,0,1,0.957724894877642,13.7779863634313,138,1,1.06,0.94
22,1,10,5,0,0,1,0.969019076998396,16.3316365408091,138,1,1.06,0.94
23,1,7,3,0,0,1,0.999469322637895,21.2487038717486,138,1,1.06,0.94
24,2,13,0,0,0,1,0.992,21.113869222348,138,1,1.06,0.94
25,2,0,0,0,0,1,1.05,28.1798387853633,138,1,1.06,0.94
26,2,0,0,0,0,1,1.015,29.9601953635086,345,1,1.06,0.94
