   1  ,  2 
    1 ,   3 
    2 ,  12 
    3 ,   5 
    3 ,  12 
    4 ,   5 
    4 ,  11 
    5 ,   6 
    5 ,  11 
    6 ,   7 
    7 ,  12 
    8 ,   5 
    8 ,   9 
    8 ,  30 
    9 ,  10 
   11 ,  12 
   11 ,  13 
   12 ,  14 
   12 ,  16 
   12 , 117 
   13 ,  15 
   14 ,  15 
   15 ,  17 
   15 ,  19 
   15 ,  33 
   16 ,  17 
   17 ,  18 
   17 ,  31 
   17 , 113 
   18 ,  19 
   19 ,  20 
   19 ,  34 
   20 ,  21 
   21 ,  22 
   22 ,  23 
   23 ,  24 
   23 ,  25 
   23 ,  32 
   24 ,  70 
   24 ,  72 
   25 ,  27 
   26 ,  25 
   26 ,  30 
   27 ,  28 
   27 ,  32 
   27 , 115 
   28 ,  29 
   29 ,  31 
   30 ,  17 
   30 ,  38 
   31 ,  32 
   32 , 113 
   32 , 114 
   33 ,  37 
   34 ,  36 
   34 ,  37 
   34 ,  43 
   35 ,  36 
   35 ,  37 
   37 ,  39 
   37 ,  40 
   38 ,  37 
   38 ,  65 
   39 ,  40 
   40 ,  41 
   40 ,  42 
   41 ,  42 
   42 ,  49 
   42 ,  49 
   43 ,  44 
   44 ,  45 
   45 ,  46 
   45 ,  49 
   46 ,  47 
   46 ,  48 
   47 ,  49 
   47 ,  69 
   48 ,  49 
   49 ,  50 
   49 ,  51 
   49 ,  54 
   49 ,  54 
   49 ,  66 
   49 ,  66 
   49 ,  69 
   50 ,  57 
   51 ,  52 
   51 ,  58 
   52 ,  53 
   53 ,  54 
   54 ,  55 
   54 ,  56 
   54 ,  59 
   55 ,  56 
   55 ,  59 
   56 ,  57 
   56 ,  58 
   56 ,  59 
   56 ,  59 
   59 ,  60 
   59 ,  61 
   60 ,  61 
   60 ,  62 
   61 ,  62 
   62 ,  66 
   62 ,  67 
   63 ,  59 
   63 ,  64 
   64 ,  61 
   64 ,  65 
   65 ,  66 
   65 ,  68 
   66 ,  67 
   68 ,  69 
   68 ,  81 
   68 , 116 
   69 ,  70 
   69 ,  75 
   69 ,  77 
   70 ,  71 
   70 ,  74 
   70 ,  75 
   71 ,  72 
   71 ,  73 
   74 ,  75 
   75 ,  77 
   75 , 118 
   76 ,  77 
   76 , 118 
   77 ,  78 
   77 ,  80 
   77 ,  80 
   77 ,  82 
   78 ,  79 
   79 ,  80 
   80 ,  96 
   80 ,  97 
   80 ,  98 
   80 ,  99 
   81 ,  80 
   82 ,  83 
   82 ,  96 
   83 ,  84 
   83 ,  85 
   84 ,  85 
   85 ,  86 
   85 ,  88 
   85 ,  89 
   86 ,  87 
   88 ,  89 
   89 ,  90 
   89 ,  90 
   89 ,  92 
   89 ,  92 
   90 ,  91 
   91 ,  92 
   92 ,  93 
   92 ,  94 
   92 , 100 
   92 , 102 
   93 ,  94 
   94 ,  95 
   94 ,  96 
   94 , 100 
   95 ,  96 
   96 ,  97 
   98 , 100 
   99 , 100 
  100 , 101 
  100 , 103 
  100 , 104 
  100 , 106 
  101 , 102 
  103 , 104 
  103 , 105 
  103 , 110 
  104 , 105 
  105 , 106 
  105 , 107 
  105 , 108 
  106 , 107 
  108 , 109 
  109 , 110 
  110 , 111 
  110 , 112 
  114 , 115 
