1,2,0.0303,0.0999,0.0254,0,0,0,0,0,1,-360,360,-12.3528125057816,-13.0411996705937,12.450419669718,11.00636460854
1,3,0.0129,0.0424,0.01082,0,0,0,0,0,1,-360,360,-38.6471874942184,-17.0628974139011,38.8972812504031,16.8848980897718
4,5,0.00176,0.00798,0.0021,0,0,0,0,0,1,-360,360,-103.229745085665,-26.7919474103554,103.430635128837,27.4928035215109
3,5,0.0241,0.108,0.0284,0,0,0,0,0,1,-360,360,-68.1105078384542,-14.4888791633259,69.3489817735335,17.2835175442443
5,6,0.0119,0.054,0.01426,0,0,0,0,0,1,-360,360,88.4704164746257,4.10644522148938,-87.5399314833679,-1.29872055417308
6,7,0.00459,0.0208,0.0055,0,0,0,0,0,1,-360,360,35.5399314833677,-4.77151328668583,-35.4798294770324,4.50518180335395
8,9,0.00244,0.0305,1.162,0,0,0,0,0,1,-360,360,-440.635012460163,-89.7336253648271,445.254649849909,24.4289062101348
8,5,0,0.0267,0,0,0,0,0.985,0,1,-360,360,338.474698071646,124.726828757573,-338.474698071646,-92.0076763943822
9,10,0.00258,0.0322,1.23,0,0,0,0,0,1,-360,360,-445.254649849909,-24.4289062101334,450,-51.0421515911363
4,11,0.0209,0.0688,0.01748,0,0,0,0,0,1,-360,360,64.2297450856645,-0.217699171700844,-63.3639752300136,1.34906093544786
5,11,0.0203,0.0682,0.01738,0,0,0,0,0,1,-360,360,77.2246646946513,2.96598160353201,-76.0158559185995,-0.620590335096297
11,12,0.00595,0.0196,0.00502,0,0,0,0,0,1,-360,360,34.2946483212578,-35.1367431989874,-34.147881381637,35.1306354035798
2,12,0.0187,0.0616,0.01572,0,0,0,0,0,1,-360,360,-32.4504196697179,-20.0063646085398,32.7326541387032,19.4240468398983
3,12,0.0484,0.16,0.0406,0,0,0,0,0,1,-360,360,-9.78677341194855,-12.396018926447,9.89320862564269,8.85731964286223
7,12,0.00862,0.034,0.00874,0,0,0,0,0,1,-360,360,16.4798294770323,-6.50518180335339,-16.4526581719835,5.75632795868851
11,13,0.02225,0.0731,0.01876,0,0,0,0,0,1,-360,360,35.0851828273548,11.4082725986363,-34.7681440669206,-12.1563873578664
12,14,0.0215,0.0707,0.01816,0,0,0,0,0,1,-360,360,18.3143550974118,2.62299826198108,-18.238069413559,-4.14051913034227
13,15,0.0744,0.2444,0.06268,0,0,0,0,0,1,-360,360,0.768144066920651,-3.84361264213392,-0.76702574800323,-2.0399604186348
14,15,0.0595,0.195,0.0502,0,0,0,0,0,1,-360,360,4.23806941355923,3.14051913034211,-4.20795012930702,-7.83177063911396
12,16,0.0212,0.0834,0.0214,0,0,0,0,0,1,-360,360,7.50777175378273,4.30315662917751,-7.4893839105274,-6.31534435293473
15,17,0.0132,0.0437,0.0444,0,0,0,0,0,1,-360,360,-103.856793493652,-24.2685159866626,105.439022098931,25.2196069626669
16,17,0.0454,0.1801,0.0466,0,0,0,0,0,1,-360,360,-17.5106160894725,-3.68465564706522,17.6553739650795,-0.303830239074621
17,18,0.0123,0.0505,0.01298,0,0,0,0,0,1,-360,360,80.2701822047173,24.7630295310851,-79.3896376350388,-22.4048532571445
18,19,0.01119,0.0493,0.01142,0,0,0,0,0,1,-360,360,19.3896376350393,16.8311771213625,-19.3095316422889,-17.5472633786612
19,20,0.0252,0.117,0.0298,0,0,0,0,0,1,-360,360,-10.6242749341822,5.16654827085195,10.6666772860189,-7.71301945533932
15,19,0.012,0.0394,0.0101,0,0,0,0,0,1,-360,360,11.5253165585343,15.7192050391659,-11.4749277559845,-16.4962655241279
20,21,0.0183,0.0849,0.0216,0,0,0,0,0,1,-360,360,-28.666677286019,4.71301945533935,28.8374005739542,-5.90057242318174
21,22,0.0209,0.097,0.0246,0,0,0,0,0,1,-360,360,-42.8374005739542,-2.0994275768183,43.2557451456307,1.7578578016757
22,23,0.0342,0.159,0.0404,0,0,0,0,0,1,-360,360,-53.2557451456307,-6.75785780167566,54.2973375360458,7.68571620463877
23,24,0.0135,0.0492,0.0498,0,0,0,0,0,1,-360,360,8.2836719772098,10.4187569906317,-8.25188800388853,-15.2405993536054
23,25,0.0156,0.08,0.0864,0,0,0,0,0,1,-360,360,-162.563017137826,-26.158680097683,166.764477779072,38.6264159398888
26,25,0,0.0382,0,0,0,0,0.96,0,1,-360,360,90.2890776277189,21.5846165013923,-90.289077627719,-18.6396463331039
