1,0,-3.10409708449484,15,-5,0.955,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
4,0,-15.0096465820558,300,-300,0.998,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
6,0,15.9297661591413,50,-13,0.99,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
8,0,63.1384439182523,300,-300,1.015,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
10,450,-51.0421515911362,200,-147,1.05,100,1,550,0,0,0,0,0,0,0,0,0,0,0,0
12,85,91.2917364536324,120,-35,0.99,100,1,185,0,0,0,0,0,0,0,0,0,0,0,0
15,0,7.16045442910124,30,-10,0.97,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
18,0,28.426323864218,50,-16,0.973,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
19,0,-14.2741715324457,24,-8,0.962,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
24,0,-14.9076212346536,300,-300,0.992,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
25,220,50.0432568253636,140,-47,1.05,100,1,320,0,0,0,0,0,0,0,0,0,0,0,0
26,314,10.1247235501932,1000,-1000,1.015,100,1,414,0,0,0,0,0,0,0,0,0,0,0,0
27,0,3.98234973599909,300,-300,0.968,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
31,7,32.5860144226103,300,-300,0.967,100,1,107,0,0,0,0,0,0,0,0,0,0,0,0
32,0,-16.2847747325268,42,-14,0.963,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
34,0,-20.8271117309808,24,-8,0.984,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
36,0,7.72507858220388,24,-8,0.98,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
40,0,28.454070348166,300,-300,0.97,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
42,0,41.0295753512859,300,-300,0.985,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
46,19,-5.0294573389516,100,-100,1.005,100,1,119,0,0,0,0,0,0,0,0,0,0,0,0
49,204,115.845130011756,210,-85,1.025,100,1,304,0,0,0,0,0,0,0,0,0,0,0,0
54,48,3.90106448489792,300,-300,0.955,100,1,148,0,0,0,0,0,0,0,0,0,0,0,0
55,0,4.66417161588494,23,-8,0.952,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
56,0,-2.28574888808768,15,-8,0.954,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
59,155,76.8339521750831,180,-60,0.985,100,1,255,0,0,0,0,0,0,0,0,0,0,0,0
61,160,-40.3940115114851,300,-100,0.995,100,1,260,0,0,0,0,0,0,0,0,0,0,0,0
62,0,1.2583728411563,20,-20,0.998,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
65,391,81.5101589530238,200,-67,1.005,100,1,491,0,0,0,0,0,0,0,0,0,0,0,0
66,392,-1.95658664429239,200,-67,1.05,100,1,492,0,0,0,0,0,0,0,0,0,0,0,0
69,513.862871888698,-82.4240572922731,300,-300,1.035,100,1,805.2,0,0,0,0,0,0,0,0,0,0,0,0
70,0,9.66929216717693,32,-10,0.984,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
72,0,-11.1300550871549,100,-100,0.98,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
73,0,9.65137065096584,100,-100,0.991,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
74,0,-5.62520886311255,9,-6,0.958,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
76,0,5.26810088273146,23,-8,0.943,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
77,0,12.1703643357521,70,-20,1.006,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
80,477,105.466464790074,280,-165,1.04,100,1,577,0,0,0,0,0,0,0,0,0,0,0,0
85,0,-5.60658917779483,23,-8,0.985,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
87,4,11.021607354417,1000,-100,1.015,100,1,104,0,0,0,0,0,0,0,0,0,0,0,0
89,607,-5.90495471209306,300,-210,1.005,100,1,707,0,0,0,0,0,0,0,0,0,0,0,0
90,0,59.3084074888563,300,-300,0.985,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
91,0,-13.0880225653235,100,-100,0.98,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
92,0,-13.9562481868742,9,-3,0.99,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
99,0,-17.5355895469139,100,-100,1.01,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
100,252,95.5521155288783,155,-50,1.017,100,1,352,0,0,0,0,0,0,0,0,0,0,0,0
103,40,75.4223635820673,40,-15,1.01,100,1,140,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2.38825178134945,23,-8,0.971,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
105,0,-18.3345252523895,23,-8,0.965,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
107,0,6.55781883135757,200,-200,0.952,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0.280833631507978,23,-8,0.973,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
111,36,-1.84382478492307,1000,-100,0.98,100,1,136,0,0,0,0,0,0,0,0,0,0,0,0
112,0,41.5116933968594,1000,-100,0.975,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
113,0,6.75262609375881,200,-100,0.993,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
116,0,51.3224772059671,1000,-1000,1.005,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0
