Estimador 1 
3.483101e+11,3.706101e+03
2.260438e+11,2.746989e+03
7.776196e+12,1.878897e+04
3.570630e+11,3.838771e+03
1.306765e+11,1.849529e+03
2.240559e+11,2.380355e+03
3.488652e+11,2.576374e+03
3.200169e+11,2.341234e+03
2.651730e+13,1.456519e+04
3.131041e+16,4.901364e+05
2.704121e+21,1.392274e+08
2.666405e+25,1.382616e+10
1.612701e+28,6.018653e+11
7.885116e+27,6.304440e+13
2.887392e+28,3.007733e+15
Estimador 2 
1.099946e+15,9.872767e+04
2.670377e+17,4.710837e+06
1.481544e+17,1.852384e+06
1.038526e+19,2.547781e+07
1.333072e+18,1.146632e+07
6.757460e+16,4.093332e+06
6.457781e+16,3.134867e+06
5.436357e+18,1.755493e+07
2.902779e+19,6.205428e+07
4.470032e+19,3.939316e+07
1.907736e+19,2.465424e+07
4.864555e+18,1.163061e+07
9.516869e+17,8.912433e+06
5.579666e+17,8.882686e+06
5.627249e+17,8.882018e+06
