1,Pkm ,-1,0,-0.122508243,-0.122508243,0.0008167220,0
1,Pkm ,-1,6,0.646997508,0.646997508,0.0043133170,0
1,Pkm ,-1,9,0.360380732,0.360380732,0.0024025380,0
1,Pkm ,-1,11,3.401082015,3.401082015,0.0226738800,0
1,Pkm ,-1,12,-4.406350125,-4.406350125,0.0293756680,0
1,Pkm ,-1,17,0.193541730,0.193541730,0.0012902780,0
1,Pkm ,-1,18,0.073611066,0.073611066,0.0004907400,0
1,Pkm ,-1,19,0.201525499,0.201525499,0.0013435030,0
1,Pkm ,-1,24,0.150984031,0.150984031,0.0010065600,0
1,Pkm ,-1,30,-0.154765462,-0.154765462,0.0010317700,0
1,Pkm ,-1,45,0.205659512,0.205659512,0.0013710630,0
1,Pkm ,-1,51,0.084511560,0.084511560,0.0005634100,0
1,Pkm ,-1,52,0.095285952,0.095285952,0.0006352400,0
1,Pkm ,-1,55,-1.368181119,-1.368181119,0.0091212070,0
1,Pkm ,-1,56,0.584014766,0.584014766,0.0038934320,0
1,Pkm ,-1,64,0.187773316,0.187773316,0.0012518220,0
1,Pkm ,-1,74,-0.599188944,-0.599188944,0.0039945930,0
1,Pkm ,-1,78,0.446177527,0.446177527,0.0029745170,0
1,Pkm ,-1,79,0.556994154,0.556994154,0.0037132940,0
1,Pkm ,-1,95,-0.144787322,-0.144787322,0.0009652490,0
1,Pkm ,-1,96,0.002681526,0.002681526,0.0000178770,0
1,Pkm ,-1,103,0.329515018,0.329515018,0.0021967670,0
1,Pkm ,-1,105,-0.191648521,-0.191648521,0.0012776570,0
1,Pkm ,-1,111,-1.875718437,-1.875718437,0.0125047900,0
1,Pkm ,-1,117,1.249497711,1.249497711,0.0083299850,0
1,Pkm ,-1,119,0.300363340,0.300363340,0.0020024220,0
1,Pkm ,-1,128,-0.096390356,-0.096390356,0.0006426020,0
1,Pkm ,-1,129,0.524492682,0.524492682,0.0034966180,0
1,Pkm ,-1,132,0.006616226,0.006616226,0.0000441080,0
1,Pkm ,-1,135,0.176661703,0.176661703,0.0011777450,0
1,Pkm ,-1,136,0.251266406,0.251266406,0.0016751090,0
1,Pkm ,-1,145,0.171724812,0.171724812,0.0011448320,0
1,Pkm ,-1,146,-0.500502142,-0.500502142,0.0033366810,0
1,Pkm ,-1,151,1.108849017,1.108849017,0.0073923270,0
1,Pkm ,-1,153,0.637474069,0.637474069,0.0042498270,0
1,Pkm ,-1,156,0.577474980,0.577474980,0.0038498330,0
1,Pkm ,-1,159,0.448731666,0.448731666,0.0029915440,0
1,Pkm ,-1,168,-0.169548235,-0.169548235,0.0011303220,0
1,Pkm ,-1,169,1.217532994,1.217532994,0.0081168870,0
1,Pkm ,-1,171,0.603611779,0.603611779,0.0040240790,0
1,Pkm ,-1,175,0.605988345,0.605988345,0.0040399220,0
1,Pkm ,-1,177,0.088631464,0.088631464,0.0005908760,0
1,Pkm ,-1,179,0.239651084,0.239651084,0.0015976740,0
1,Pmk ,-1,2,0.326289074,0.326289074,0.0021752600,0
1,Pmk ,-1,4,0.097631139,0.097631139,0.0006508740,0
1,Pmk ,-1,7,-0.880380732,-0.880380732,0.0058692050,0
1,Pmk ,-1,10,-0.169474911,-0.169474911,0.0011298330,0
1,Pmk ,-1,14,4.500000000,4.500000000,0.0300000000,0
1,Pmk ,-1,15,-0.343123597,-0.343123597,0.0022874910,0
1,Pmk ,-1,20,-0.016196004,-0.016196004,0.0001079730,0
1,Pmk ,-1,21,-0.052356512,-0.052356512,0.0003490430,0
1,Pmk ,-1,23,-0.126131914,-0.126131914,0.0008408790,0
1,Pmk ,-1,26,-0.830545616,-0.830545616,0.0055369710,0
1,Pmk ,-1,27,-0.101758946,-0.101758946,0.0006783930,0
1,Pmk ,-1,29,-0.229592662,-0.229592662,0.0015306180,0
1,Pmk ,-1,31,-0.059330643,-0.059330643,0.0003955380,0
1,Pmk ,-1,38,0.188415812,0.188415812,0.0012561050,0
1,Pmk ,-1,39,0.116578445,0.116578445,0.0007771900,0
1,Pmk ,-1,41,-0.792813644,-0.792813644,0.0052854240,0
1,Pmk ,-1,44,-0.121949501,-0.121949501,0.0008129970,0
1,Pmk ,-1,51,-0.082210724,-0.082210724,0.0005480710,0
1,Pmk ,-1,54,-0.252880661,-0.252880661,0.0016858710,0
1,Pmk ,-1,57,-0.057119339,-0.057119339,0.0003807960,0
1,Pmk ,-1,60,-0.460669764,-0.460669764,0.0030711320,0
1,Pmk ,-1,63,-0.302267732,-0.302267732,0.0020151180,0
1,Pmk ,-1,65,0.085428097,0.085428097,0.0005695210,0
1,Pmk ,-1,66,0.184466928,0.184466928,0.0012297800,0
1,Pmk ,-1,71,1.567405413,1.567405413,0.0104493690,0
1,Pmk ,-1,72,1.885969962,1.885969962,0.0125731330,0
1,Pmk ,-1,76,1.258634333,1.258634333,0.0083908960,0
1,Pmk ,-1,83,1.954158099,1.954158099,0.0130277210,0
1,Pmk ,-1,84,1.033349961,1.033349961,0.0068890000,0
1,Pmk ,-1,89,0.160700626,0.160700626,0.0010713380,0
1,Pmk ,-1,92,0.414578531,0.414578531,0.0027638570,0
1,Pmk ,-1,93,0.143852633,0.143852633,0.0009590180,0
1,Pmk ,-1,100,0.591201449,0.591201449,0.0039413430,0
1,Pmk ,-1,101,1.211998614,1.211998614,0.0080799910,0
1,Pmk ,-1,106,-1.787387159,-1.787387159,0.0119159140,0
1,Pmk ,-1,108,-0.532715081,-0.532715081,0.0035514340,0
1,Pmk ,-1,110,-1.183231757,-1.183231757,0.0078882120,0
1,Pmk ,-1,115,-1.840000000,-1.840000000,0.0122666670,0
1,Pmk ,-1,120,-0.128507631,-0.128507631,0.0008567180,0
1,Pmk ,-1,122,-0.236578445,-0.236578445,0.0015771900,0
1,Pmk ,-1,123,-0.060000000,-0.060000000,0.0004000000,0
1,Pmk ,-1,127,0.602714661,0.602714661,0.0040180980,0
1,Pmk ,-1,131,0.378446199,0.378446199,0.0025229750,0
1,Pmk ,-1,134,0.583460506,0.583460506,0.0038897370,0
1,Pmk ,-1,138,-0.187833034,-0.187833034,0.0012522200,0
1,Pmk ,-1,139,0.773273985,0.773273985,0.0051551600,0
1,Pmk ,-1,143,0.432508238,0.432508238,0.0028833880,0
1,Pmk ,-1,144,0.365104561,0.365104561,0.0024340300,0
1,Pmk ,-1,147,0.721232676,0.721232676,0.0048082180,0
1,Pmk ,-1,148,0.040000000,0.040000000,0.0002666670,0
1,Pmk ,-1,149,0.999684091,0.999684091,0.0066645610,0
1,Pmk ,-1,154,-0.014852940,-0.014852940,0.0000990200,0
1,Pmk ,-1,155,0.085543276,0.085543276,0.0005702890,0
