9,10,0.00258,0.0322,1.23,0,0,0,0,0,1,-360,360,-445.25,-24.429,450,-51.042
8,9,0.00244,0.0305,1.162,0,0,0,0,0,1,-360,360,-440.64,-89.734,445.25,24.429
64,65,0.00269,0.0302,0.38,0,0,0,0,0,1,-360,360,-182.79,-66.492,183.78,40.064
38,65,0.00901,0.0986,1.046,0,0,0,0,0,1,-360,360,-181.28,-57.626,184.49,-8.3702
23,25,0.0156,0.08,0.0864,0,0,0,0,0,1,-360,360,-162.56,-26.159,166.76,38.626
63,64,0.00172,0.02,0.216,0,0,0,0,0,1,-360,360,-151.77,-67.483,152.25,52.506
49,66,0.018,0.0919,0.0248,0,0,0,0,0,1,-360,360,-132.22,4.3257,135.22,8.3249
49,66,0.018,0.0919,0.0248,0,0,0,0,0,1,-360,360,-132.22,4.3257,135.22,8.3249
68,69,0,0.037,0,0,0,0,0.935,0,1,-360,360,-125.8,112.82,125.8,-103.64
60,61,0.00264,0.0135,0.01456,0,0,0,0,0,1,-360,360,-112.07,8.5191,112.41,-8.2274
15,17,0.0132,0.0437,0.0444,0,0,0,0,0,1,-360,360,-103.86,-24.269,105.44,25.22
4,5,0.00176,0.00798,0.0021,0,0,0,0,0,1,-360,360,-103.23,-26.792,103.43,27.493
88,89,0.0139,0.0712,0.01934,0,0,0,0,0,1,-360,360,-98.932,-2.4695,100.33,7.6986
77,80,0.017,0.0485,0.0472,0,0,0,0,0,1,-360,360,-96.571,-37.415,98.344,37.531
34,37,0.00256,0.0094,0.00984,0,0,0,0,0,1,-360,360,-94.307,-44.197,94.593,44.287
85,89,0.0239,0.173,0.047,0,0,0,0,0,1,-360,360,-71.236,0.67697,72.489,3.7336
3,5,0.0241,0.108,0.0284,0,0,0,0,0,1,-360,360,-68.111,-14.489,69.349,17.284
42,49,0.0715,0.323,0.086,0,0,0,0,0,1,-360,360,-64.87,5.2448,68.037,0.37017
42,49,0.0715,0.323,0.086,0,0,0,0,0,1,-360,360,-64.87,5.2448,68.037,0.37017
79,80,0.0156,0.0704,0.0187,0,0,0,0,0,1,-360,360,-64.737,-29.584,65.505,31.083
76,77,0.0444,0.148,0.0368,0,0,0,0,0,1,-360,360,-61.15,-21.04,63.205,24.392
47,69,0.0844,0.2778,0.07092,0,0,0,0,0,1,-360,360,-55.94,11.632,58.684,-10.066
22,23,0.0342,0.159,0.0404,0,0,0,0,0,1,-360,360,-53.256,-6.7579,54.297,7.6857
74,75,0.0123,0.0406,0.01034,0,0,0,0,0,1,-360,360,-51.989,-6.1905,52.355,6.4423
59,61,0.0328,0.15,0.0388,0,0,0,0,0,1,-360,360,-51.719,5.0322,52.639,-4.6258
85,88,0.02,0.102,0.0276,0,0,0,0,0,1,-360,360,-50.392,7.5997,50.932,-7.5305
45,49,0.0684,0.186,0.0444,0,0,0,0,0,1,-360,360,-49.7,-2.083,51.437,2.3128
82,83,0.0112,0.03665,0.03796,0,0,0,0,0,1,-360,360,-47.222,24.394,47.557,-26.993
49,69,0.0985,0.324,0.0828,0,0,0,0,0,1,-360,360,-46.54,10.648,48.782,-12.059
77,80,0.0294,0.105,0.0228,0,0,0,0,0,1,-360,360,-44.365,-20.546,45.046,20.591
81,80,0,0.037,0,0,0,0,0.935,0,1,-360,360,-44.202,75.539,44.202,-73.046
68,81,0.00175,0.0202,0.808,0,0,0,0,0,1,-360,360,-44.145,-4.6142,44.202,-75.539
59,60,0.0317,0.145,0.0376,0,0,0,0,0,1,-360,360,-43.317,3.5743,43.939,-4.4049
21,22,0.0209,0.097,0.0246,0,0,0,0,0,1,-360,360,-42.837,-2.0994,43.256,1.7579
83,85,0.043,0.148,0.0348,0,0,0,0,0,1,-360,360,-42.771,11.996,43.666,-12.29
101,102,0.0246,0.112,0.0294,0,0,0,0,0,1,-360,360,-38.98,10.128,39.393,-11.127
1,3,0.0129,0.0424,0.01082,0,0,0,0,0,1,-360,360,-38.647,-17.063,38.897,16.885
62,66,0.0482,0.218,0.0578,0,0,0,0,0,1,-360,360,-37.163,-17.265,37.931,14.676
84,85,0.0302,0.0641,0.01234,0,0,0,0,0,1,-360,360,-36.346,8.9919,36.791,-9.2391
45,46,0.04,0.1356,0.0332,0,0,0,0,0,1,-360,360,-36.328,-3.5669,36.872,2.1197
110,111,0.022,0.0755,0.02,0,0,0,0,0,1,-360,360,-35.703,0.95613,36,-1.8438
48,49,0.0179,0.0505,0.01258,0,0,0,0,0,1,-360,360,-34.898,3.2067,35.109,-3.9252
75,77,0.0601,0.1999,0.04978,0,0,0,0,0,1,-360,360,-34.608,-9.5541,35.411,7.3763
55,59,0.04739,0.2158,0.05646,0,0,0,0,0,1,-360,360,-34.516,-8.2617,35.156,5.8784
35,37,0.011,0.0497,0.01318,0,0,0,0,0,1,-360,360,-33.839,-13.036,33.987,12.427
44,45,0.0224,0.0901,0.0224,0,0,0,0,0,1,-360,360,-32.77,5.484,33.028,-6.6206
2,12,0.0187,0.0616,0.01572,0,0,0,0,0,1,-360,360,-32.45,-20.006,32.733,19.424
46,47,0.038,0.127,0.0316,0,0,0,0,0,1,-360,360,-31.111,-1.2182,31.475,-0.79481
54,59,0.0503,0.2293,0.0598,0,0,0,0,0,1,-360,360,-30.382,-7.5066,30.904,4.257
31,32,0.0298,0.0985,0.0251,0,0,0,0,0,1,-360,360,-29.857,12.397,30.2,-13.601
56,59,0.0803,0.239,0.0536,0,0,0,0,0,1,-360,360,-29.313,-3.9067,30.073,1.1295
20,21,0.0183,0.0849,0.0216,0,0,0,0,0,1,-360,360,-28.667,4.713,28.837,-5.9006
56,59,0.0825,0.251,0.0569,0,0,0,0,0,1,-360,360,-27.963,-4.1736,28.674,0.98743
78,79,0.00546,0.0244,0.00648,0,0,0,0,0,1,-360,360,-25.684,-18.372,25.737,17.954
83,84,0.0625,0.132,0.0258,0,0,0,0,0,1,-360,360,-24.786,14.687,25.346,-15.992
62,67,0.0258,0.117,0.031,0,0,0,0,0,1,-360,360,-24.303,-14.414,24.499,12.147
56,57,0.0343,0.0966,0.0242,0,0,0,0,0,1,-360,360,-22.988,-9.1036,23.211,7.4913
99,100,0.018,0.0813,0.0216,0,0,0,0,0,1,-360,360,-22.648,-4.5941,22.741,2.7939
41,42,0.041,0.135,0.0344,0,0,0,0,0,1,-360,360,-21.59,-7.7865,21.811,5.2382
55,56,0.00488,0.0151,0.00374,0,0,0,0,0,1,-360,360,-21.421,-5.8239,21.448,5.566
16,17,0.0454,0.1801,0.0466,0,0,0,0,0,1,-360,360,-17.511,-3.6847,17.655,-0.30383
100,101,0.0277,0.1262,0.0328,0,0,0,0,0,1,-360,360,-16.743,22.9,16.98,-25.128
43,44,0.0608,0.2454,0.06068,0,0,0,0,0,1,-360,360,-16.593,-1.3302,16.77,-3.7929
33,37,0.0415,0.142,0.0366,0,0,0,0,0,1,-360,360,-15.719,-10.492,15.861,7.459
46,48,0.0601,0.189,0.0472,0,0,0,0,0,1,-360,360,-14.761,-5.8308,14.898,1.4187
53,54,0.0263,0.122,0.031,0,0,0,0,0,1,-360,360,-12.683,-5.551,12.735,2.9932
1,2,0.0303,0.0999,0.0254,0,0,0,0,0,1,-360,360,-12.353,-13.041,12.45,11.006
40,42,0.0555,0.183,0.0466,0,0,0,0,0,1,-360,360,-11.836,-6.4469,11.93,2.3017
96,97,0.0173,0.0885,0.024,0,0,0,0,0,1,-360,360,-11.096,-20.161,11.181,18.187
19,20,0.0252,0.117,0.0298,0,0,0,0,0,1,-360,360,-10.624,5.1665,10.667,-7.713
82,96,0.0162,0.053,0.0544,0,0,0,0,0,1,-360,360,-9.9443,-6.5687,9.9633,1.2944
60,62,0.0123,0.0561,0.01468,0,0,0,0,0,1,-360,360,-9.8722,-7.1142,9.8894,5.7378
3,12,0.0484,0.16,0.0406,0,0,0,0,0,1,-360,360,-9.7868,-12.396,9.8932,8.8573
47,49,0.0191,0.0625,0.01604,0,0,0,0,0,1,-360,360,-9.5352,-10.837,9.5705,9.2803
91,92,0.0387,0.1272,0.03268,0,0,0,0,0,1,-360,360,-8.596,-6.6258,8.6361,3.5867
29,31,0.0108,0.0331,0.0083,0,0,0,0,0,1,-360,360,-8.4154,-8.6439,8.4316,7.9205
76,118,0.0164,0.0544,0.01356,0,0,0,0,0,1,-360,360,-6.85,-9.6919,6.8739,8.5571
56,58,0.0343,0.0966,0.0242,0,0,0,0,0,1,-360,360,-6.6664,-3.6928,6.6857,1.533
24,70,0.00221,0.4115,0.10198,0,0,0,0,0,1,-360,360,-6.2153,-2.9741,6.2162,-6.8018
98,100,0.0397,0.179,0.0476,0,0,0,0,0,1,-360,360,-5.2565,2.4288,5.2762,-7.2951
86,87,0.02828,0.2074,0.0445,0,0,0,1,0,1,-360,360,-3.9469,-15.091,4,11.022
19,34,0.0752,0.247,0.0632,0,0,0,0,0,1,-360,360,-3.5913,-10.397,3.6471,4.5966
77,82,0.0298,0.0853,0.08174,0,0,0,0,0,1,-360,360,-3.0255,17.555,3.1667,-25.28
95,96,0.0171,0.0547,0.01474,0,0,0,0,0,1,-360,360,-1.3763,-21.689,1.4549,20.506
70,75,0.0428,0.141,0.036,0,0,0,0,0,1,-360,360,-0.13324,9.9398,0.19358,-13.168
13,15,0.0744,0.2444,0.06268,0,0,0,0,0,1,-360,360,0.76814,-3.8436,-0.76703,-2.04
35,36,0.00224,0.0102,0.00268,0,0,0,0,0,1,-360,360,0.83877,4.0362,-0.83835,-4.2917
114,115,0.0023,0.0104,0.00276,0,0,0,0,0,1,-360,360,1.3577,0.22075,-1.3577,-0.47492
90,91,0.0254,0.0836,0.0214,0,0,0,0,0,1,-360,360,1.4123,4.4239,-1.404,-6.4623
34,43,0.0413,0.1681,0.04226,0,0,0,0,0,1,-360,360,1.4137,1.6334,-1.407,-5.6698
24,72,0.0488,0.196,0.0488,0,0,0,0,0,1,-360,360,1.4672,3.3071,-1.4499,-7.9824
17,113,0.00913,0.0301,0.00768,0,0,0,0,0,1,-360,360,2.0563,5.9006,-2.0523,-6.6462
32,113,0.0615,0.203,0.0518,0,0,0,0,0,1,-360,360,4.1161,-17.799,-3.9477,13.399
14,15,0.0595,0.195,0.0502,0,0,0,0,0,1,-360,360,4.2381,3.1405,-4.208,-7.8318
94,100,0.0178,0.058,0.0604,0,0,0,0,0,1,-360,360,4.2809,-50.538,-3.8663,45.806
71,73,0.00866,0.0454,0.01178,0,0,0,0,0,1,-360,360,6.0124,-10.738,-6,9.6514
54,55,0.0169,0.0707,0.0202,0,0,0,0,0,1,-360,360,7.0734,1.4568,-7.0631,-3.2502
15,33,0.038,0.1244,0.03194,0,0,0,0,0,1,-360,360,7.3065,-4.4185,-7.2815,1.4922
12,16,0.0212,0.0834,0.0214,0,0,0,0,0,1,-360,360,7.5078,4.3032,-7.4894,-6.3153
23,24,0.0135,0.0492,0.0498,0,0,0,0,0,1,-360,360,8.2837,10.419,-8.2519,-15.241
65,66,0,0.037,0,0,0,0,0.935,0,1,-360,360,8.5406,72.25,-8.5406,-70.555
105,106,0.014,0.0547,0.01434,0,0,0,0,0,1,-360,360,8.8631,3.8799,-8.8482,-5.1517
32,114,0.0135,0.0612,0.01628,0,0,0,0,0,1,-360,360,9.3715,1.7777,-9.3577,-3.2207
52,53,0.0405,0.1635,0.04058,0,0,0,0,0,1,-360,360,10.371,1.9943,-10.317,-5.449
71,72,0.0446,0.18,0.04444,0,0,0,0,0,1,-360,360,10.602,-0.93971,-10.55,-3.1477
15,19,0.012,0.0394,0.0101,0,0,0,0,0,1,-360,360,11.525,15.719,-11.475,-16.496
27,32,0.0229,0.0755,0.01926,0,0,0,0,0,1,-360,360,12.527,1.7642,-12.487,-3.4275
109,110,0.0278,0.0762,0.0202,0,0,0,0,0,1,-360,360,13.709,-13.393,-13.607,11.772
