1,1,1,2,0.019380,0.059170,0.052800,1.000
2,1,1,5,0.054030,0.223040,0.049200,1.000
3,1,2,3,0.046990,0.197970,0.043800,1.000
4,1,2,4,0.058110,0.176320,0.034000,1.000
5,1,2,5,0.056950,0.173880,0.034600,1.000
6,1,3,4,0.067010,0.171030,0.012800,1.000
7,1,4,5,0.013350,0.042110,0.000000,1.000
8,2,4,7,0.000000,0.209120,0.000000,0.978
9,2,4,9,0.000000,0.556180,0.000000,0.969
10,2,5,6,0.000000,0.252020,0.000000,0.932
11,1,6,11,0.094980,0.198900,0.000000,1.000
12,1,6,12,0.122910,0.255810,0.000000,1.000
13,1,6,13,0.066150,0.130270,0.000000,1.000
14,1,7,8,0.000000,0.176150,0.000000,1.000
15,1,7,9,0.000000,0.110010,0.000000,1.000
16,1,9,10,0.031810,0.084500,0.000000,1.000
17,1,9,14,0.127110,0.270380,0.000000,1.000
18,1,10,11,0.082050,0.192070,0.000000,1.000
19,1,12,13,0.220920,0.199880,0.000000,1.000
20,1,13,14,0.170930,0.348020,0.000000,1.000
