dx,dz
4.493301557201655,1.0
1.5190404789628427,0.08191945604783141
0.7125266304239064,0.010629480827090091
0.28438082591258435,0.0013789585791679658
0.08308511962452231,0.0001703545518652938
0.20521181526289145,2.154412022562122e-05
0.2958358815375812,2.6649018313603232e-06
0.32737183121238106,3.2674260182060524e-07
0.9483978174345978,3.9005425443654256e-08
2.26295953346954,4.652481986239482e-09
4.054458421287725,7.60381327606845e-09
2.954827500785923,1.3359810381700104e-08
3.540752750049908,6.910729109685732e-09
4.865253598944707,1.3876568875300442e-08
3.081470622039949,2.8513944269999384e-09
