dx,dz
10087.78692214013,1.0
22407.648246724046,0.13169050178033764
3774.772115794155,0.004848913970625074
393.7551934280365,0.00037776869270370023
179.59540521152627,1.575221877314424e-05
83.61583443968135,8.510299346211569e-06
76.41465721339557,9.287717375926839e-07
207.38302922693913,1.6190723202620888e-06
50.999958599960664,7.229810122089743e-07
102.47583818901728,6.531317327792833e-07
102.47583819532467,6.531317327792803e-07
102.47583817093654,6.531317327792799e-07
102.47583818016047,6.531317327792759e-07
102.47583814611535,6.531317327792836e-07
102.4758381845954,6.531317327792816e-07
