dx,dz
4.430683790360505,1.0
1.4663753625701677,0.081035847230836
0.8272046723230916,0.010031894458452326
0.4370366414242387,0.004220039694766847
1.1126025029789093,0.0011314280698289357
0.9377229429839298,0.00018489079586913814
0.19797466584895224,2.362708987408736e-05
0.06551043730650882,2.5970752659981708e-06
0.10659643752431895,3.4876624803133706e-07
0.10858651618760323,2.4825418981963415e-07
0.03463475756234126,2.9567557857283308e-08
0.012494257616427284,5.661752377469366e-09
0.0009156469155939253,4.505334462885808e-10
5.063029980212027e-06,2.997514010067826e-12
1.3734109931877743e-10,9.92910740110873e-17
