dx,dz
10188.338206095239,1.0
22587.08466383455,0.13085822523086962
3759.8343569846484,0.005919809243383276
149.2657587127225,5.4558217396330337e-05
418.2310956484602,2.1908909659913145e-05
418.23104782999,2.1908909659913172e-05
418.2310910715201,2.190890965991315e-05
418.23104184598475,2.190890965991307e-05
418.23105744043573,2.1908909659913087e-05
418.2310919021056,2.1908909659913094e-05
418.23105015658075,2.1908909659913236e-05
418.231055720904,2.1908909659913158e-05
418.23114080979724,2.1908909659913158e-05
418.2310648353168,2.1908909659913158e-05
418.2310894397466,2.1908909659913158e-05
