0,1,-1,2.3249116,1.0000000
0,2,-1,0.1830000,1.0000000
0,3,-1,-0.9420000,1.0000000
0,4,-1,-0.4780000,1.0000000
0,5,-1,-0.0760000,1.0000000
0,6,-1,-0.1120000,1.0000000
0,7,-1,0.0000000,1.0000000
0,8,-1,0.0000000,1.0000000
0,9,-1,-0.2950000,1.0000000
0,10,-1,-0.0900000,1.0000000
0,11,-1,-0.0350000,1.0000000
0,12,-1,-0.0610000,1.0000000
0,13,-1,-0.1350000,1.0000000
0,14,-1,-0.1490000,1.0000000
0,600,-1,0.0000000,1.0000000
1,1,-1,-0.1581523,1.0000000
1,2,-1,0.3269235,1.0000000
1,3,-1,0.0757385,1.0000000
1,4,-1,0.0390000,1.0000000
1,5,-1,-0.0160000,1.0000000
1,6,-1,0.0470000,1.0000000
1,7,-1,0.0000000,1.0000000
1,8,-1,0.1864438,1.0000000
1,9,-1,-0.1660000,1.0000000
1,10,-1,-0.0580000,1.0000000
1,11,-1,-0.0180000,1.0000000
1,12,-1,-0.0160000,1.0000000
1,13,-1,-0.0580000,1.0000000
1,14,-1,-0.0500000,1.0000000
1,600,-1,0.0000000,1.0000000
2,1,2,1.5704739,1.0000000
2,1,5,0.7544377,1.0000000
2,2,3,0.7333332,1.0000000
2,2,4,0.5616816,1.0000000
2,2,5,0.4153917,1.0000000
2,3,4,-0.2319594,1.0000000
2,4,5,-0.6107853,1.0000000
2,4,7,0.2810686,1.0000000
2,4,9,0.1608783,1.0000000
2,5,6,0.4411589,1.0000000
2,6,11,0.0689602,1.0000000
2,600,12,0.1200000,1.0000000
2,6,13,0.1401987,1.0000000
2,7,8,0.0000000,1.0000000
2,7,9,0.2810686,1.0000000
2,9,10,0.0567573,1.0000000
2,9,14,0.0901896,1.0000000
2,10,11,-0.0334061,1.0000000
2,12,13,0.0574066,1.0000000
2,13,14,0.0605300,1.0000000
2,6,600,0.1200000,1.0000000
3,1,2,-0.2044272,1.0000000
3,1,5,0.0462750,1.0000000
3,2,3,0.0355081,1.0000000
3,2,4,-0.0074144,1.0000000
3,2,5,0.0214040,1.0000000
3,3,4,0.0593698,1.0000000
3,4,5,0.1638679,1.0000000
3,4,7,-0.0956185,1.0000000
3,4,9,-0.0017433,1.0000000
3,5,6,0.1473816,1.0000000
3,6,11,0.0278680,1.0000000
3,600,12,0.0263000,1.0000000
3,6,13,0.0674479,1.0000000
3,7,8,-0.1812900,1.0000000
3,7,9,0.0686008,1.0000000
3,9,10,0.0497483,1.0000000
3,9,14,0.0405578,1.0000000
3,10,11,-0.0086857,1.0000000
3,12,13,0.0069836,1.0000000
3,13,14,0.0130454,1.0000000
3,6,600,0.0533534,1.0000000
2,2,1,-1.5274065,1.0000000
2,5,1,-0.7268053,1.0000000
2,3,2,-0.7100406,1.0000000
2,4,2,-0.5448870,1.0000000
2,5,2,-0.4063083,1.0000000
2,4,3,0.2357254,1.0000000
2,5,4,0.6159547,1.0000000
2,7,4,-0.2810686,1.0000000
2,9,4,-0.1608783,1.0000000
2,6,5,-0.4411589,1.0000000
2,11,6,-0.0684952,1.0000000
2,12,600,-0.1184066,1.0000000
2,13,6,-0.1387817,1.0000000
2,8,7,0.0000000,1.0000000
2,9,7,-0.2810686,1.0000000
2,10,9,-0.0565939,1.0000000
2,14,9,-0.0890689,1.0000000
2,11,10,0.0334952,1.0000000
2,13,12,-0.0567482,1.0000000
2,14,13,-0.0599311,1.0000000
2,600,6,-0.1200000,1.0000000
3,2,1,0.2774258,1.0000000
3,5,1,0.0146667,1.0000000
3,3,2,0.0163687,1.0000000
3,4,2,0.0222518,1.0000000
3,5,2,-0.0304862,1.0000000
3,4,3,-0.0497579,1.0000000
3,5,4,-0.1475621,1.0000000
3,7,4,0.1126892,1.0000000
3,9,4,0.0148322,1.0000000
3,6,5,-0.1016693,1.0000000
3,11,6,-0.0268942,1.0000000
3,12,600,-0.0229836,1.0000000
3,13,6,-0.0646574,1.0000000
3,8,7,0.1864438,1.0000000
3,9,7,-0.0604033,1.0000000
3,10,9,-0.0493143,1.0000000
3,14,9,-0.0381739,1.0000000
3,11,10,0.0088942,1.0000000
3,13,12,-0.0063880,1.0000000
3,14,13,-0.0118261,1.0000000
3,600,6,-0.0263000,1.0000000
4,1,-1,1.0600000,1.0000000
4,2,-1,1.0450000,1.0000000
4,3,-1,1.0100000,1.0000000
4,4,-1,1.0162556,1.0000000
4,5,-1,1.0178596,1.0000000
4,6,-1,1.0630000,1.0000000
4,7,-1,1.0598697,1.0000000
4,8,-1,1.0900000,1.0000000
4,9,-1,1.0531533,1.0000000
4,10,-1,1.0474519,1.0000000
4,11,-1,1.0516755,1.0000000
4,12,-1,1.0593379,1.0000000
4,13,-1,1.0460904,1.0000000
4,14,-1,1.0320169,1.0000000
4,600,-1,1.0789377,1.0000000
