dx,dz
3.5210990914785123,1.0
1.9897005263803176,0.1685390100004794
1.2234557758922526,0.08198039094740851
1.3050363035276413,0.04225936114618561
0.38199646034074597,0.00612517804386621
0.45481644653203845,0.008572726632620771
0.15757367162896438,0.0019048345085774484
0.045653198558437566,0.0010976871413205286
0.02414271752166821,7.611187797683054e-05
0.0030610779975180167,2.0674613386938825e-06
0.000704335237817964,1.192939705239544e-07
0.00011428133143377439,9.947204186923901e-09
3.066808263973048e-05,8.495311109792764e-10
8.541776333097166e-06,7.087196151774332e-11
2.4557516940295913e-06,6.322348271974559e-12
7.047824112683582e-07,6.887355795203032e-13
2.0269004064165378e-07,1.1881373484848447e-13
5.826231754801893e-08,2.944794315658473e-14
