dx,dz
285.8215422421224,1.0
371.56884263938593,0.5085170234476625
163.18643440626795,0.09643039754233215
74.43785892706165,0.031741489385694974
61.006090854380865,0.0022532444939553473
21.83401074400464,0.0010879637410231436
6.573873112052528,0.0008143378123835881
5.414676861318509,0.0010509613733702505
3.942529313936774,0.001244106218460631
4.984495914371059,0.0013808519608886438
6.497408608847724,0.001563223363548819
4.397768227005659,0.0018157958141728527
5.237131734957746,0.0019787738876926243
6.333400173746227,0.002177771618450334
3.90128547580387,0.0024252713014053895
4.376782759723587,0.0025709778532317703
4.942910618533548,0.0027361400071253214
5.624271183809343,0.0029247724483690983
3.227223803959141,0.003142070380052086
3.473234372861101,0.0032624470997243407
