dx,dz
521.851195638553,1.0
442.201625849642,0.753280932563493
825.473808585828,0.6130523388680615
2152.0295672631996,0.49418527836037607
6335.900757743166,0.44383442616463764
16153.163518129744,1.835795537739826
27490.626898692954,4.074529803015773
458203.2885988989,3.641754456816455
632438.4826160852,3.6417544568251605
582805.6438956269,3.6417544568239837
582811.643042383,3.6417544568239837
582800.1921770032,3.6417544568239837
582792.6374636248,3.6417544568239837
582795.4790902839,3.6417544568239837
582792.5682052611,3.6417544568239837
582815.1544172993,3.6417544568239837
582795.0959538394,3.6417544568239837
582813.8248523021,3.6417544568239837
582799.579415118,3.6417544568239837
582816.0764129775,3.6417544568239837
