dx,dz
3.8338365087343984,1.0
1.8059009314549272,0.08053193277158763
1.0125500249955122,0.019009816054220446
0.25914941667209845,0.13891226918092187
0.059105626917681175,0.014466623070287876
0.10522499038902512,0.005900321734684263
0.027104707429823495,0.009606194316305359
0.014989276938289083,0.0018040048213779586
0.024305402623468385,0.0004313318395064008
0.03855664087886798,0.00010371476281493465
0.04080765416966905,2.443343073020598e-05
0.01827080745167128,5.056229379297091e-06
0.001943227636283605,5.213853824324504e-07
1.903239792530914e-05,6.071872747654996e-09
1.9565058373680407e-09,6.546351130305766e-13
