Estimador 2 
1.971127e+14,9.872767e+04
4.275418e+17,4.324247e+06
1.356616e+19,3.042890e+07
1.903230e+17,2.975891e+06
2.319848e+16,9.134700e+05
9.675463e+15,1.221822e+06
7.029701e+17,1.070543e+07
2.251284e+15,6.654497e+05
3.312820e+17,3.928590e+06
3.068005e+19,6.302204e+07
9.687688e+18,3.566155e+07
1.517513e+17,4.391503e+06
3.875253e+15,6.349370e+05
2.187493e+15,6.157718e+05
2.175659e+15,6.141309e+05
2.174275e+15,6.139118e+05
2.172783e+15,6.136708e+05
2.172924e+15,6.136863e+05
2.172918e+15,6.136854e+05
