dx,dz
92.32198339313577,1.0
237.44519921483874,0.13979225068887155
237.4452049184599,0.13979225068887155
237.4449849278619,0.13979225068887147
237.44516976767983,0.139792250688871
237.4451830086871,0.13979225068887108
237.4452160881862,0.13979225068887113
237.44517154651766,0.13979225068887127
237.4451891992632,0.1397922506888712
237.44504219099196,0.13979225068887122
237.44510942774156,0.13979225068887136
237.44520690913876,0.1397922506888714
237.44518204633255,0.1397922506888714
237.44522085247885,0.13979225068887144
237.4452038860592,0.1397922506888714
