dx,dz
6.142630655466131,1.0
9.030114247693186,0.12695223150649487
8.657424998274385,0.06292554290019975
11.186417179274617,0.03216682038863815
11.218786836684197,0.017524138318843658
4.7965995728997495,0.010517264110894988
5.524211402715885,0.010149185635014582
5.953067542365153,0.010217425213129372
11.243152103948328,0.010533332345583471
7.476338894843699,0.012005171722308906
3.52602277947826,0.007082832246381022
2.945168960532935,0.0066864302445415105
2.796787796387932,0.00640455772910649
2.99958053127082,0.006265019359375765
3.537302372561615,0.006308719574860236
2.2362627552890864,0.006606745565609234
2.236262672242872,0.006606745565609294
2.236262675425042,0.006606745565609214
2.236262727703698,0.006606745565609216
2.236262745936569,0.0066067455656092676
