Estimador 2 
1.525394e+15,3.203923e+05
2.934812e+14,2.115728e+05
3.233496e+14,4.128971e+05
5.089795e+14,8.935282e+05
1.278801e+16,5.447146e+05
1.987811e+16,2.619357e+06
7.708185e+17,3.060232e+06
1.995452e+18,1.051636e+07
6.654431e+20,1.243141e+08
1.441798e+20,5.287175e+07
2.027759e+19,1.651323e+07
1.266795e+18,5.496572e+06
4.294217e+18,8.557463e+06
7.394339e+18,9.876918e+06
1.375727e+19,1.157328e+07
2.834436e+19,1.430472e+07
4.368216e+19,1.725067e+07
7.051253e+19,2.180351e+07
9.224701e+19,2.493622e+07
1.227798e+20,2.879081e+07
